指数,代码,持有期,起点,终点,XIRR,总投入,终值,交易
上证红利,000015,3yr,2012-04-04,2015-04-04,35.04,163250,182977,142
上证红利,000015,3yr,2012-01-04,2015-01-04,26.08,171250,245930,152
上证红利,000015,3yr,2015-01-04,2018-01-04,20.02,1750,428,14
上证红利,000015,3yr,2015-10-04,2018-10-04,18.55,14500,13351,34
上证红利,000015,3yr,2015-04-04,2018-04-04,17.93,1750,258,16
上证红利,000015,3yr,2016-07-04,2019-07-04,12.71,46500,48271,71
上证红利,000015,3yr,2023-07-04,2026-07-04,11.58,1000,57,21
上证红利,000015,3yr,2008-04-04,2011-04-04,10.84,72000,71769,88
上证红利,000015,3yr,2022-10-04,2025-10-04,8.81,28750,2355,43
上证红利,000015,3yr,2017-01-04,2020-01-04,8.18,65750,69216,95
上证红利,000015,3yr,2018-10-04,2021-10-04,8.17,139000,156176,153
上证红利,000015,3yr,2019-04-04,2022-04-04,8.01,144250,160217,153
上证红利,000015,3yr,2023-01-04,2026-01-04,7.9,10750,687,32
上证红利,000015,3yr,2022-07-04,2025-07-04,7.73,46250,3929,55
上证红利,000015,3yr,2023-04-04,2026-04-04,7.54,1500,73,20
上证红利,000015,3yr,2018-07-04,2021-07-04,6.56,131250,144972,153
上证红利,000015,3yr,2022-04-04,2025-04-04,6.05,57750,4526,67
上证红利,000015,3yr,2018-04-04,2021-04-04,4.89,117000,125784,145
上证红利,000015,3yr,2019-07-04,2022-07-04,4.72,151250,161647,156
上证红利,000015,3yr,2020-04-04,2023-04-04,4.55,158500,168917,153
上证红利,000015,3yr,2022-01-04,2025-01-04,4.43,70250,8454,76
上证红利,000015,3yr,2021-07-04,2024-07-04,4.09,108750,33649,99
上证红利,000015,3yr,2021-10-04,2024-10-04,4.05,89750,14962,88
上证红利,000015,3yr,2019-01-04,2022-01-04,3.91,144750,152437,155
上证红利,000015,3yr,2008-01-04,2011-01-04,3.76,68250,64155,76
上证红利,000015,3yr,2021-04-04,2024-04-04,3.55,124500,70020,110
上证红利,000015,3yr,2011-10-04,2014-10-04,3.25,182750,191386,155
上证红利,000015,3yr,2015-07-04,2018-07-04,2.76,4750,3072,22
上证红利,000015,3yr,2020-10-04,2023-10-04,2.71,133750,139670,132
上证红利,000015,3yr,2020-07-04,2023-07-04,2.56,141750,147193,141
上证红利,000015,3yr,2016-10-04,2019-10-04,2.55,56500,55791,84
上证红利,000015,3yr,2021-01-04,2024-01-04,1.35,129250,132485,120
上证红利,000015,3yr,2019-10-04,2022-10-04,1.3,158000,160905,154
上证红利,000015,3yr,2018-01-04,2021-01-04,0.58,113250,114107,133
上证红利,000015,3yr,2020-01-04,2023-01-04,0.58,167000,168363,153
上证红利,000015,3yr,2008-07-04,2011-07-04,0.1,83750,78560,102
上证红利,000015,3yr,2014-04-04,2017-04-04,0.0,35750,27321,49
上证红利,000015,3yr,2014-07-04,2017-07-04,0.0,19750,13518,38
上证红利,000015,3yr,2014-10-04,2017-10-04,0.0,7250,3739,27
上证红利,000015,3yr,2017-10-04,2020-10-04,-0.47,107750,107191,120
上证红利,000015,3yr,2010-04-04,2013-04-04,-2.3,166250,160278,154
上证红利,000015,3yr,2010-01-04,2013-01-04,-2.43,167000,161062,154
上证红利,000015,3yr,2017-07-04,2020-07-04,-3.43,98750,95545,107
上证红利,000015,3yr,2010-10-04,2013-10-04,-4.93,166750,155500,154
上证红利,000015,3yr,2011-07-04,2014-07-04,-6.02,190250,174343,155
上证红利,000015,3yr,2011-01-04,2014-01-04,-7.45,169750,153431,155
上证红利,000015,3yr,2011-04-04,2014-04-04,-8.07,184500,164496,155
上证红利,000015,3yr,2017-04-04,2020-04-04,-8.55,82250,75709,105
上证红利,000015,3yr,2010-07-04,2013-07-04,-11.71,167250,139810,154
上证红利,000015,3yr,2009-04-04,2012-04-04,-11.83,121000,105122,114
上证红利,000015,3yr,2009-07-04,2012-07-04,-11.96,133750,114067,128
上证红利,000015,3yr,2008-10-04,2011-10-04,-13.04,101250,85026,114
上证红利,000015,3yr,2009-10-04,2012-10-04,-15.19,151750,122552,140
上证红利,000015,3yr,2016-01-04,2019-01-04,-15.34,31250,28230,47
上证红利,000015,3yr,2009-01-04,2012-01-04,-16.65,115750,96107,115
上证红利,000015,5yr,2014-04-04,2019-04-04,56.99,68250,44921,145
上证红利,000015,5yr,2014-01-04,2019-01-04,56.52,82250,59554,145
上证红利,000015,5yr,2013-10-04,2018-10-04,53.67,98000,78404,146
上证红利,000015,5yr,2013-07-04,2018-07-04,50.77,116250,97056,149
上证红利,000015,5yr,2014-07-04,2019-07-04,47.94,53000,24531,143
上证红利,000015,5yr,2013-04-04,2018-04-04,47.2,133750,110393,158
上证红利,000015,5yr,2013-01-04,2018-01-04,44.32,146250,118931,169
上证红利,000015,5yr,2012-10-04,2017-10-04,39.27,163250,132460,178
上证红利,000015,5yr,2012-07-04,2017-07-04,31.16,182750,146731,188
上证红利,000015,5yr,2012-04-04,2017-04-04,29.75,196250,150447,199
上证红利,000015,5yr,2012-01-04,2017-01-04,28.49,207500,151734,208
上证红利,000015,5yr,2011-10-04,2016-10-04,26.72,224500,156612,216
上证红利,000015,5yr,2011-01-04,2016-01-04,26.19,256750,190619,227
上证红利,000015,5yr,2014-10-04,2019-10-04,25.13,47000,27113,142
上证红利,000015,5yr,2011-07-04,2016-07-04,24.47,242750,158030,226
上证红利,000015,5yr,2011-04-04,2016-04-04,24.08,253500,166843,226
上证红利,000015,5yr,2010-07-04,2015-07-04,23.82,280750,237270,244
上证红利,000015,5yr,2010-10-04,2015-10-04,23.24,270750,174881,238
上证红利,000015,5yr,2010-04-04,2015-04-04,20.95,287500,471112,254
上证红利,000015,5yr,2010-01-04,2015-01-04,13.87,286000,386192,248
上证红利,000015,5yr,2015-01-04,2020-01-04,12.61,51500,41741,143
上证红利,000015,5yr,2016-10-04,2021-10-04,9.47,146000,161395,185
上证红利,000015,5yr,2016-07-04,2021-07-04,8.54,127250,137103,175
上证红利,000015,5yr,2017-04-04,2022-04-04,7.72,178750,199132,203
上证红利,000015,5yr,2016-04-04,2021-04-04,7.29,112500,114887,175
上证红利,000015,5yr,2021-07-04,2026-07-04,5.88,130250,11418,144
上证红利,000015,5yr,2019-07-04,2024-07-04,5.24,239500,222660,234
上证红利,000015,5yr,2019-04-04,2024-04-04,4.79,242500,275697,243
上证红利,000015,5yr,2021-01-04,2026-01-04,4.61,158000,14624,166
上证红利,000015,5yr,2017-07-04,2022-07-04,4.5,193250,207435,205
上证红利,000015,5yr,2021-04-04,2026-04-04,4.46,148250,13466,153
上证红利,000015,5yr,2020-04-04,2025-04-04,4.3,199250,24107,203
上证红利,000015,5yr,2020-01-04,2025-01-04,4.27,216250,65246,211
上证红利,000015,5yr,2017-01-04,2022-01-04,4.25,166250,174246,196
上证红利,000015,5yr,2019-10-04,2024-10-04,4.05,229250,135292,222
上证红利,000015,5yr,2020-10-04,2025-10-04,4.01,166250,15628,178
上证红利,000015,5yr,2018-04-04,2023-04-04,3.94,243750,262973,242
上证红利,000015,5yr,2020-07-04,2025-07-04,3.66,180250,19804,190
上证红利,000015,5yr,2018-10-04,2023-10-04,3.25,247750,267043,254
上证红利,000015,5yr,2018-07-04,2023-07-04,3.06,247000,263715,254
上证红利,000015,5yr,2016-01-04,2021-01-04,2.57,106750,99236,175
上证红利,000015,5yr,2019-01-04,2024-01-04,2.27,246500,260911,254
上证红利,000015,5yr,2015-10-04,2020-10-04,2.04,98000,88932,163
上证红利,000015,5yr,2017-10-04,2022-10-04,1.41,211250,216314,217
上证红利,000015,5yr,2018-01-04,2023-01-04,0.8,230750,234094,230
上证红利,000015,5yr,2015-07-04,2020-07-04,-0.18,85500,73170,156
上证红利,000015,5yr,2009-10-04,2014-10-04,-0.43,277500,275110,235
上证红利,000015,5yr,2008-01-04,2013-01-04,-0.96,154000,152211,144
上证红利,000015,5yr,2008-04-04,2013-04-04,-1.79,165500,161480,156
上证红利,000015,5yr,2008-10-04,2013-10-04,-5.28,204500,188251,182
上证红利,000015,5yr,2015-04-04,2020-04-04,-5.39,66500,51958,143
上证红利,000015,5yr,2009-07-04,2014-07-04,-6.91,263000,230674,222
上证红利,000015,5yr,2009-01-04,2014-01-04,-7.81,225000,197304,196
上证红利,000015,5yr,2009-04-04,2014-04-04,-8.35,244500,210595,209
上证红利,000015,5yr,2008-07-04,2013-07-04,-12.11,185000,154166,169
上证红利,000015,10yr,2008-01-04,2018-01-04,10.48,46250,55079,125
上证红利,000015,10yr,2009-04-04,2019-04-04,7.86,70000,82563,176
上证红利,000015,10yr,2008-04-04,2018-04-04,5.9,46500,52086,126
上证红利,000015,10yr,2011-10-04,2021-10-04,4.58,160500,181040,306
上证红利,000015,10yr,2012-04-04,2022-04-04,4.44,198000,222254,331
上证红利,000015,10yr,2014-07-04,2024-07-04,4.07,301500,350526,444
上证红利,000015,10yr,2016-07-04,2026-07-04,3.79,274250,34034,394
上证红利,000015,10yr,2011-07-04,2021-07-04,3.75,141500,156549,293
上证红利,000015,10yr,2014-04-04,2024-04-04,3.74,298500,340029,432
上证红利,000015,10yr,2014-10-04,2024-10-04,3.66,303500,350274,452
上证红利,000015,10yr,2015-01-04,2025-01-04,3.44,303500,350272,452
上证红利,000015,10yr,2009-07-04,2019-07-04,3.23,74250,79807,189
上证红利,000015,10yr,2010-01-04,2020-01-04,2.95,86250,92548,216
上证红利,000015,10yr,2015-07-04,2025-07-04,2.89,296000,216107,432
上证红利,000015,10yr,2016-04-04,2026-04-04,2.89,280750,44898,404
上证红利,000015,10yr,2012-07-04,2022-07-04,2.87,217000,233886,345
上证红利,000015,10yr,2015-04-04,2025-04-04,2.87,298250,337346,439
上证红利,000015,10yr,2013-04-04,2023-04-04,2.85,270000,292299,382
上证红利,000015,10yr,2016-01-04,2026-01-04,2.7,287750,67481,414
上证红利,000015,10yr,2011-04-04,2021-04-04,2.68,130000,139615,280
上证红利,000015,10yr,2013-10-04,2023-10-04,2.48,286750,309617,407
上证红利,000015,10yr,2012-01-04,2022-01-04,2.39,181500,192976,320
上证红利,000015,10yr,2015-10-04,2025-10-04,2.39,292000,130125,424
上证红利,000015,10yr,2013-07-04,2023-07-04,2.3,278250,297689,395
上证红利,000015,10yr,2014-01-04,2024-01-04,1.81,295250,313215,420
上证红利,000015,10yr,2008-10-04,2018-10-04,1.7,55250,57244,151
上证红利,000015,10yr,2012-10-04,2022-10-04,1.06,235000,241608,357
上证红利,000015,10yr,2009-10-04,2019-10-04,0.79,80250,81724,202
上证红利,000015,10yr,2013-01-04,2023-01-04,0.68,254500,259192,370
上证红利,000015,10yr,2011-01-04,2021-01-04,0.26,125250,126065,268
上证红利,000015,10yr,2008-07-04,2018-07-04,-0.25,50000,49741,139
上证红利,000015,10yr,2010-10-04,2020-10-04,-0.26,119000,118264,254
上证红利,000015,10yr,2010-07-04,2020-07-04,-1.47,109750,106092,241
上证红利,000015,10yr,2009-01-04,2019-01-04,-2.82,64000,60392,164
上证红利,000015,10yr,2010-04-04,2020-04-04,-3.13,96750,89881,228
深证红利,399324,3yr,2016-04-21,2019-04-21,96.58,36750,41440,44
深证红利,399324,3yr,2014-01-21,2017-01-21,67.4,46500,24424,68
深证红利,399324,3yr,2013-10-21,2016-10-21,67.27,51250,27114,82
深证红利,399324,3yr,2014-04-21,2017-04-21,66.02,32250,17282,55
深证红利,399324,3yr,2013-07-21,2016-07-21,60.78,61000,31502,95
深证红利,399324,3yr,2018-07-21,2021-07-21,58.32,38500,21287,60
深证红利,399324,3yr,2016-07-21,2019-07-21,56.21,37500,32539,48
深证红利,399324,3yr,2018-10-21,2021-10-21,56.0,29750,14006,60
深证红利,399324,3yr,2013-04-21,2016-04-21,55.43,70750,35627,108
深证红利,399324,3yr,2013-01-21,2016-01-21,53.71,74000,37742,113
深证红利,399324,3yr,2018-04-21,2021-04-21,53.52,42000,22702,71
深证红利,399324,3yr,2012-10-21,2015-10-21,46.9,89750,45891,124
深证红利,399324,3yr,2014-07-21,2017-07-21,46.76,14750,10952,43
深证红利,399324,3yr,2017-01-21,2020-01-21,44.58,37500,23092,50
深证红利,399324,3yr,2016-10-21,2019-10-21,43.88,37500,32681,48
深证红利,399324,3yr,2012-07-21,2015-07-21,42.23,104250,57492,127
深证红利,399324,3yr,2018-01-21,2021-01-21,42.09,42000,23253,68
深证红利,399324,3yr,2017-07-21,2020-07-21,40.37,42000,24818,67
深证红利,399324,3yr,2017-10-21,2020-10-21,39.83,42000,19795,68
深证红利,399324,3yr,2019-01-21,2022-01-21,37.05,20250,13982,60
深证红利,399324,3yr,2015-04-21,2018-04-21,34.96,8750,5651,25
深证红利,399324,3yr,2017-04-21,2020-04-21,33.51,40500,23279,60
深证红利,399324,3yr,2014-10-21,2017-10-21,32.05,9750,10619,30
深证红利,399324,3yr,2015-01-21,2018-01-21,31.92,8750,6780,23
深证红利,399324,3yr,2012-04-21,2015-04-21,27.55,117250,75355,137
深证红利,399324,3yr,2015-07-21,2018-07-21,23.4,12250,6434,38
深证红利,399324,3yr,2012-01-21,2015-01-21,20.58,128750,88569,148
深证红利,399324,3yr,2023-07-21,2026-07-21,17.03,60000,8218,97
深证红利,399324,3yr,2016-01-21,2019-01-21,16.66,39250,37032,53
深证红利,399324,3yr,2023-04-21,2026-04-21,13.63,61750,8748,99
深证红利,399324,3yr,2023-01-21,2026-01-21,11.57,61750,12696,96
深证红利,399324,3yr,2022-10-21,2025-10-21,10.25,65750,24799,98
深证红利,399324,3yr,2022-07-21,2025-07-21,7.33,69500,60775,106
深证红利,399324,3yr,2015-10-21,2018-10-21,6.07,21000,15730,42
深证红利,399324,3yr,2022-04-21,2025-04-21,4.39,78500,65395,112
深证红利,399324,3yr,2010-01-21,2013-01-21,3.61,90000,92701,117
深证红利,399324,3yr,2011-10-21,2014-10-21,3.09,142500,149739,157
深证红利,399324,3yr,2020-01-21,2023-01-21,2.89,51500,47541,89
深证红利,399324,3yr,2021-10-21,2024-10-21,2.38,96000,77043,120
深证红利,399324,3yr,2022-01-21,2025-01-21,2.02,90250,72078,114
深证红利,399324,3yr,2010-04-21,2013-04-21,-1.14,96500,95409,127
深证红利,399324,3yr,2009-04-21,2012-04-21,-2.62,42000,41341,77
深证红利,399324,3yr,2020-04-21,2023-04-21,-2.67,48750,45456,80
深证红利,399324,3yr,2021-04-21,2024-04-21,-3.73,79250,75256,108
深证红利,399324,3yr,2010-10-21,2013-10-21,-4.17,110250,104868,130
深证红利,399324,3yr,2011-07-21,2014-07-21,-5.03,144000,133605,156
深证红利,399324,3yr,2009-01-21,2012-01-21,-5.49,34000,30610,75
深证红利,399324,3yr,2019-07-21,2022-07-21,-5.63,44000,37845,73
深证红利,399324,3yr,2011-04-21,2014-04-21,-6.44,129000,117493,151
深证红利,399324,3yr,2020-07-21,2023-07-21,-7.42,49000,44468,72
深证红利,399324,3yr,2011-01-21,2014-01-21,-8.62,115000,101936,141
深证红利,399324,3yr,2021-07-21,2024-07-21,-8.72,86000,75244,120
深证红利,399324,3yr,2009-07-21,2012-07-21,-9.23,55000,51611,90
深证红利,399324,3yr,2010-07-21,2013-07-21,-11.1,103250,91187,128
深证红利,399324,3yr,2020-10-21,2023-10-21,-11.76,54250,45784,83
深证红利,399324,3yr,2019-04-21,2022-04-21,-12.34,33500,26289,66
深证红利,399324,3yr,2021-01-21,2024-01-21,-14.44,70750,58482,96
深证红利,399324,3yr,2009-10-21,2012-10-21,-14.63,73000,65365,102
深证红利,399324,3yr,2019-10-21,2022-10-21,-22.32,48500,36962,85
深证红利,399324,5yr,2014-04-21,2019-04-21,65.34,70500,47312,116
深证红利,399324,5yr,2013-10-21,2018-10-21,62.86,80500,60891,125
深证红利,399324,5yr,2014-01-21,2019-01-21,61.79,86500,55208,125
深证红利,399324,5yr,2013-07-21,2018-07-21,61.52,81750,70774,127
深证红利,399324,5yr,2016-07-21,2021-07-21,59.63,26500,16254,53
深证红利,399324,5yr,2013-04-21,2018-04-21,58.45,90000,79114,136
深证红利,399324,5yr,2013-01-21,2018-01-21,56.03,96250,84204,146
深证红利,399324,5yr,2016-04-21,2021-04-21,55.12,28250,16889,72
深证红利,399324,5yr,2016-10-21,2021-10-21,53.72,29500,16118,63
深证红利,399324,5yr,2014-07-21,2019-07-21,52.61,51000,25028,104
深证红利,399324,5yr,2012-10-21,2017-10-21,50.62,110250,95745,157
深证红利,399324,5yr,2017-01-21,2022-01-21,46.56,34250,16462,76
深证红利,399324,5yr,2012-07-21,2017-07-21,46.31,122750,105858,166
深证红利,399324,5yr,2012-04-21,2017-04-21,42.77,130750,107563,177
深证红利,399324,5yr,2016-01-21,2021-01-21,39.8,33750,19174,79
深证红利,399324,5yr,2014-10-21,2019-10-21,37.45,41500,21714,91
深证红利,399324,5yr,2015-10-21,2020-10-21,36.71,35500,16936,86
深证红利,399324,5yr,2012-01-21,2017-01-21,36.16,139750,106972,186
深证红利,399324,5yr,2010-07-21,2015-07-21,34.72,146750,117296,191
深证红利,399324,5yr,2017-04-21,2022-04-21,34.24,44750,18886,88
深证红利,399324,5yr,2015-01-21,2020-01-21,32.76,38250,19121,82
深证红利,399324,5yr,2017-07-21,2022-07-21,32.24,52500,26897,100
深证红利,399324,5yr,2010-04-21,2015-04-21,31.87,146750,172672,189
深证红利,399324,5yr,2015-07-21,2020-07-21,31.71,41000,19624,93
深证红利,399324,5yr,2010-10-21,2015-10-21,29.74,152500,103856,200
深证红利,399324,5yr,2018-01-21,2023-01-21,28.91,57500,26700,116
深证红利,399324,5yr,2018-04-21,2023-04-21,28.75,57500,14970,119
深证红利,399324,5yr,2011-01-21,2016-01-21,28.48,154250,104821,206
深证红利,399324,5yr,2011-10-21,2016-10-21,28.48,152250,113058,198
深证红利,399324,5yr,2015-04-21,2020-04-21,28.21,40250,18822,89
深证红利,399324,5yr,2011-04-21,2016-04-21,26.94,159000,106437,214
深证红利,399324,5yr,2011-07-21,2016-07-21,26.94,158000,108510,210
深证红利,399324,5yr,2018-07-21,2023-07-21,25.4,58000,13888,121
深证红利,399324,5yr,2017-10-21,2022-10-21,24.42,55750,26324,112
深证红利,399324,5yr,2010-01-21,2015-01-21,22.47,146750,213622,187
深证红利,399324,5yr,2018-10-21,2023-10-21,18.38,54500,16510,121
深证红利,399324,5yr,2021-01-21,2026-01-21,6.09,108500,82426,172
深证红利,399324,5yr,2019-10-21,2024-10-21,5.24,91000,73839,152
深证红利,399324,5yr,2021-04-21,2026-04-21,4.54,108500,40481,175
深证红利,399324,5yr,2020-10-21,2025-10-21,3.86,108500,96920,171
深证红利,399324,5yr,2021-07-21,2026-07-21,3.06,108500,16451,178
深证红利,399324,5yr,2009-10-21,2014-10-21,2.72,144500,150591,182
深证红利,399324,5yr,2020-01-21,2025-01-21,2.23,96250,76919,166
深证红利,399324,5yr,2019-04-21,2024-04-21,1.79,66750,46125,126
深证红利,399324,5yr,2020-07-21,2025-07-21,1.72,108500,92832,171
深证红利,399324,5yr,2020-04-21,2025-04-21,1.05,101750,83738,173
深证红利,399324,5yr,2009-07-21,2014-07-21,-5.32,135000,125420,169
深证红利,399324,5yr,2019-07-21,2024-07-21,-5.37,75750,50774,139
深证红利,399324,5yr,2009-04-21,2014-04-21,-6.72,116000,105955,156
深证红利,399324,5yr,2019-01-21,2024-01-21,-7.12,56500,29798,121
深证红利,399324,5yr,2009-01-21,2014-01-21,-9.0,98500,87352,143
深证红利,399324,10yr,2011-07-21,2021-07-21,34.87,51500,44464,100
深证红利,399324,10yr,2011-04-21,2021-04-21,34.39,51500,44661,97
深证红利,399324,10yr,2011-10-21,2021-10-21,34.03,51500,44235,100
深证红利,399324,10yr,2012-01-21,2022-01-21,33.1,52750,44611,105
深证红利,399324,10yr,2009-04-21,2019-04-21,31.32,49500,75163,80
深证红利,399324,10yr,2012-04-21,2022-04-21,31.01,58250,43490,117
深证红利,399324,10yr,2011-01-21,2021-01-21,30.12,51500,45401,94
深证红利,399324,10yr,2012-07-21,2022-07-21,30.01,60250,43712,124
深证红利,399324,10yr,2013-04-21,2023-04-21,29.86,62000,44188,136
深证红利,399324,10yr,2013-01-21,2023-01-21,29.57,62000,44248,133
深证红利,399324,10yr,2013-07-21,2023-07-21,29.15,63500,44104,142
深证红利,399324,10yr,2012-10-21,2022-10-21,28.86,61500,42130,129
深证红利,399324,10yr,2013-10-21,2023-10-21,28.26,66000,43624,152
深证红利,399324,10yr,2014-01-21,2024-01-21,26.64,73250,43015,165
深证红利,399324,10yr,2014-04-21,2024-04-21,25.7,79000,45428,177
深证红利,399324,10yr,2009-07-21,2019-07-21,24.35,49500,72317,80
深证红利,399324,10yr,2014-07-21,2024-07-21,24.03,85000,43382,190
深证红利,399324,10yr,2010-01-21,2020-01-21,23.96,49500,80190,80
深证红利,399324,10yr,2016-07-21,2026-07-21,23.82,99750,32430,219
深证红利,399324,10yr,2010-10-21,2020-10-21,23.46,51500,40271,92
深证红利,399324,10yr,2010-07-21,2020-07-21,23.13,51500,72579,89
深证红利,399324,10yr,2014-10-21,2024-10-21,22.19,98250,48310,203
深证红利,399324,10yr,2009-10-21,2019-10-21,21.39,49500,72633,80
深证红利,399324,10yr,2015-01-21,2025-01-21,20.79,102750,47431,217
深证红利,399324,10yr,2016-04-21,2026-04-21,20.72,104250,40535,230
深证红利,399324,10yr,2016-01-21,2026-01-21,20.38,113750,54150,241
深证红利,399324,10yr,2015-04-21,2025-04-21,20.33,108000,52464,230
深证红利,399324,10yr,2015-07-21,2025-07-21,20.05,113750,59221,240
深证红利,399324,10yr,2015-10-21,2025-10-21,20.02,113750,61829,240
深证红利,399324,10yr,2010-04-21,2020-04-21,15.47,51250,72082,87
深证红利,399324,10yr,2009-01-21,2019-01-21,8.12,47750,52370,76
