window_years,final_return,cagr,max_drawdown,sharpe,calmar,total_invested,final_value,trades,buys,pe_buy_floor,pe_buy_low,pe_buy_mid,pe_buy_high,pe_sell_warn,pe_sell_heavy,pe_sell_extreme,fed_buy_threshold,pb_veto_threshold,pb_confirm_threshold,drawdown_standard,drawdown_tight
3,-0.8154,-0.1786,0.8123,1.4563,0,434250.0,80160.0,190,165,0.05,0.2,0.3,0.5,0.75,0.85,0.95,0.5,0.5,0.7,0.1,0.05
3,-0.8154,-0.1786,0.8077,1.5437,0,441000.0,81407.0,146,121,0.15,0.2,0.45,0.5,0.7,0.85,0.95,1.0,0.5,0.8,0.08,0.05
3,-0.8155,-0.1786,0.807,1.4119,0,543000.0,100178.0,190,165,0.2,0.3,0.35,0.5,0.65,0.85,0.95,0.5,0.5,0.7,0.12,0.05
3,-0.8155,-0.1786,0.8087,1.3251,0,581250.0,107248.0,221,196,0.15,0.3,0.45,0.5,0.65,0.85,0.95,-0.5,0.5,0.75,0.06,0.05
3,-0.8156,-0.1787,0.8117,1.3817,0,489000.0,90183.0,221,196,0.05,0.25,0.35,0.5,0.7,0.85,0.95,-0.5,0.5,0.75,0.08,0.05
5,-0.3085,-0.0421,0.4019,2.0619,0,444000.0,307039.0,168,150,0.05,0.15,0.45,0.6,0.7,0.85,0.95,1.0,0.5,0.7,0.08,0.05
5,-0.3086,-0.0421,0.4019,2.0598,0,441750.0,305435.0,168,150,0.05,0.15,0.4,0.6,0.7,0.85,0.95,1.0,0.5,0.75,0.08,0.05
5,-0.3086,-0.0421,0.4019,2.0598,0,441750.0,305435.0,168,150,0.05,0.15,0.4,0.6,0.75,0.85,0.95,1.0,0.5,0.7,0.08,0.05
5,-0.3094,-0.0422,0.4019,1.6955,0,659250.0,455285.0,281,263,0.05,0.3,0.4,0.55,0.7,0.85,0.95,0.0,0.5,0.75,0.12,0.05
5,-0.3095,-0.0422,0.4019,1.8044,0,561000.0,387357.0,237,219,0.05,0.25,0.35,0.6,0.65,0.85,0.95,0.5,0.5,0.8,0.1,0.05
8,-0.6145,-0.1051,0.6601,1.528,0,542250.0,209022.0,259,248,0.05,0.15,0.3,0.65,0.75,0.85,0.95,0.5,0.5,0.75,0.12,0.04
8,-0.6146,-0.1051,0.6601,1.4938,0,695250.0,267964.0,298,287,0.05,0.3,0.35,0.65,0.75,0.85,0.95,0.0,0.5,0.8,0.06,0.04
8,-0.615,-0.1053,0.6601,1.5677,0,558000.0,214811.0,246,235,0.05,0.2,0.3,0.5,0.7,0.85,0.95,0.5,0.5,0.7,0.12,0.04
8,-0.6151,-0.1053,0.6601,1.7858,0,478500.0,184198.0,181,170,0.05,0.15,0.35,0.55,0.65,0.85,0.95,1.0,0.55,0.8,0.06,0.04
8,-0.6151,-0.1053,0.6601,1.821,0,527250.0,202955.0,181,170,0.05,0.25,0.45,0.65,0.65,0.85,0.95,1.0,0.5,0.8,0.1,0.04
