window_years,final_return,xirr,cagr,max_drawdown,sharpe,calmar,total_invested,final_value,trades,buys,pe_buy_floor,pe_buy_low,pe_buy_mid,pe_buy_high,pe_sell_warn,pe_sell_heavy,pe_sell_extreme,fed_buy_threshold,pb_veto_threshold,pb_confirm_threshold,drawdown_standard,drawdown_tight
3,-0.8901,0.0423,-0.2284,0.8849,1.055,0,569250.0,62563.0,244,218,0.05,0.3,0.45,0.55,0.65,0.85,0.95,0.0,0.5,0.8,0.06,0.04
3,-0.8901,0.0423,-0.2284,0.8849,1.0413,0,574500.0,63151.0,251,225,0.05,0.3,0.45,0.6,0.75,0.85,0.95,0.0,0.5,0.8,0.1,0.04
3,-0.8902,0.0406,-0.2286,0.8854,1.4113,0,457500.0,50245.0,165,139,0.05,0.25,0.4,0.6,0.65,0.85,0.95,1.0,0.5,0.7,0.12,0.04
3,-0.8902,0.0406,-0.2286,0.8854,1.4113,0,457500.0,50245.0,165,139,0.05,0.25,0.4,0.5,0.65,0.85,0.95,1.0,0.5,0.8,0.06,0.04
3,-0.8902,0.04,-0.2287,0.8852,1.2936,0,459750.0,50460.0,165,139,0.1,0.15,0.45,0.6,0.65,0.85,0.95,1.0,0.5,0.8,0.06,0.04
5,-0.7904,0.066,-0.1678,0.825,0.8941,0,571500.0,119787.0,248,232,0.05,0.25,0.35,0.65,0.7,0.85,0.95,-0.5,0.5,0.75,0.06,0.05
5,-0.7905,0.0662,-0.1679,0.825,1.6685,0,523500.0,109693.0,174,158,0.05,0.3,0.35,0.6,0.65,0.85,0.95,1.0,0.5,0.8,0.12,0.05
5,-0.7906,0.0642,-0.1679,0.825,1.1653,0,525750.0,110074.0,243,227,0.05,0.15,0.4,0.6,0.65,0.85,0.95,-0.5,0.5,0.8,0.12,0.05
5,-0.7908,0.0649,-0.168,0.825,0.938,0,521250.0,109037.0,221,205,0.05,0.2,0.35,0.55,0.7,0.85,0.95,0.5,0.5,0.7,0.08,0.05
5,-0.7908,0.0656,-0.168,0.825,1.5445,0,559500.0,117074.0,174,158,0.1,0.3,0.35,0.65,0.65,0.85,0.95,1.0,0.5,0.75,0.06,0.05
8,-0.6016,0.0823,-0.1026,0.7069,2.0085,0,459000.0,182854.0,179,164,0.05,0.15,0.3,0.65,0.7,0.85,0.95,1.0,0.5,0.75,0.08,0.03
8,-0.6016,0.0834,-0.1026,0.7069,2.0274,0,495000.0,197201.0,180,165,0.05,0.2,0.45,0.7,0.65,0.85,0.95,1.0,0.5,0.75,0.08,0.03
8,-0.6017,0.0824,-0.1026,0.7069,2.0126,0,464250.0,184922.0,179,164,0.05,0.15,0.4,0.65,0.65,0.85,0.95,1.0,0.5,0.7,0.06,0.03
8,-0.6017,0.0829,-0.1025,0.7069,0.9415,0,525750.0,209399.0,252,237,0.05,0.15,0.35,0.65,0.65,0.85,0.95,-0.5,0.5,0.75,0.06,0.03
8,-0.6018,0.083,-0.1026,0.7069,1.9884,0,492000.0,195936.0,178,163,0.05,0.2,0.35,0.5,0.65,0.85,0.95,1.0,0.5,0.75,0.12,0.03
