window_years,final_return,xirr,cagr,max_drawdown,sharpe,calmar,total_invested,final_value,trades,buys,pe_buy_floor,pe_buy_low,pe_buy_mid,pe_buy_high,pe_sell_warn,pe_sell_heavy,pe_sell_extreme,fed_buy_threshold,pb_veto_threshold,pb_confirm_threshold,drawdown_standard,drawdown_tight
3,-0.7591,0.0339,-0.1541,0.6562,1.7061,0.0,471000.0,113447.0,155,123,0.2,0.3,0.35,0.7,0.65,0.75,0.95,1.0,0.55,0.7,0.12,0.05
3,-0.7592,0.0333,-0.1541,0.6534,1.7115,0.0,484500.0,116679.0,156,124,0.2,0.25,0.45,0.65,0.65,0.75,0.95,1.0,0.6,0.75,0.12,0.05
3,-0.7593,0.0335,-0.1542,0.6547,1.7052,0.0,477000.0,114821.0,156,124,0.15,0.3,0.45,0.65,0.7,0.75,0.95,1.0,0.6,0.75,0.08,0.05
3,-0.7596,0.0319,-0.1543,0.6572,1.6906,0.0,494250.0,118815.0,161,129,0.15,0.3,0.45,0.7,0.65,0.75,0.95,1.0,0.65,0.8,0.06,0.05
3,-0.7596,0.0319,-0.1543,0.6625,1.6297,0.0,504000.0,121161.0,174,142,0.15,0.3,0.45,0.7,0.7,0.75,0.95,0.5,0.6,0.8,0.1,0.05
5,-0.0893,0.052,-0.0109,0.2861,2.3748,0.0,365250.0,332650.0,133,121,0.1,0.15,0.4,0.5,0.7,0.85,0.95,1.0,0.5,0.7,0.1,0.05
5,-0.0904,0.0523,-0.0111,0.2861,2.2874,0.0,370500.0,337008.0,143,131,0.1,0.15,0.35,0.7,0.75,0.85,0.95,1.0,0.5,0.7,0.08,0.05
5,-0.0932,0.0519,-0.0114,0.2883,2.2645,0.0,375000.0,340037.0,146,134,0.1,0.15,0.3,0.7,0.65,0.85,0.95,1.0,0.55,0.7,0.12,0.05
5,-0.0934,0.0512,-0.0115,0.2857,2.3027,0.0,341250.0,309388.0,138,126,0.05,0.15,0.3,0.65,0.75,0.85,0.95,1.0,0.5,0.7,0.1,0.05
5,-0.0935,0.0514,-0.0115,0.2839,2.3046,0.0,342750.0,310716.0,138,126,0.05,0.15,0.35,0.65,0.7,0.85,0.95,1.0,0.5,0.7,0.12,0.05
8,0.2115,0.0432,0.0228,0.3185,2.3803,0.0716,399750.0,484294.0,155,144,0.1,0.15,0.3,0.5,0.65,0.85,0.95,1.0,0.5,0.8,0.1,0.05
8,0.2082,0.0444,0.0225,0.3131,2.3078,0.0718,396750.0,479335.0,164,153,0.05,0.15,0.45,0.6,0.75,0.85,0.95,1.0,0.5,0.75,0.12,0.05
8,0.2069,0.0436,0.0223,0.2885,2.0931,0.0775,462000.0,557568.0,210,199,0.1,0.15,0.4,0.5,0.65,0.85,0.95,-0.5,0.5,0.7,0.06,0.05
8,0.2066,0.0436,0.0223,0.2875,2.0174,0.0777,459000.0,553852.0,221,210,0.1,0.15,0.35,0.55,0.65,0.85,0.95,0.0,0.5,0.75,0.1,0.05
8,0.2048,0.0453,0.0221,0.3202,2.3834,0.0692,484500.0,583723.0,164,153,0.15,0.2,0.3,0.6,0.75,0.85,0.95,1.0,0.5,0.75,0.1,0.05
