window_years,final_return,xirr,cagr,max_drawdown,sharpe,calmar,total_invested,final_value,trades,buys,pe_buy_floor,pe_buy_low,pe_buy_mid,pe_buy_high,pe_sell_warn,pe_sell_heavy,pe_sell_extreme,fed_buy_threshold,pb_veto_threshold,pb_confirm_threshold,drawdown_standard,drawdown_tight
3,-0.319,0.0887,-0.0471,0.5456,1.9132,0.0,579750.0,394812.0,248,225,0.15,0.2,0.3,0.55,0.7,0.85,0.95,-0.5,0.5,0.7,0.1,0.05
3,-0.3217,0.0876,-0.0476,0.5437,1.5393,0.0,607500.0,412059.0,248,225,0.15,0.2,0.4,0.55,0.7,0.85,0.95,1.0,0.5,0.7,0.1,0.05
3,-0.3217,0.0876,-0.0476,0.5437,1.5393,0.0,607500.0,412059.0,248,225,0.15,0.2,0.4,0.55,0.65,0.85,0.95,0.5,0.5,0.8,0.08,0.05
3,-0.3221,0.0876,-0.0477,0.5439,1.5276,0.0,610500.0,413876.0,252,229,0.15,0.2,0.4,0.65,0.75,0.85,0.95,-0.5,0.5,0.7,0.06,0.05
3,-0.3224,0.0891,-0.0477,0.5443,1.8738,0.0,485250.0,328787.0,250,227,0.05,0.15,0.3,0.6,0.7,0.85,0.95,0.5,0.5,0.7,0.06,0.05
5,0.0368,0.1043,0.0045,0.6535,2.1572,0.007,454500.0,471215.0,283,266,0.1,0.2,0.3,0.7,0.75,0.85,0.95,0.0,0.5,0.8,0.06,0.05
5,0.0366,0.1042,0.0045,0.6535,2.1611,0.0069,453750.0,470376.0,282,265,0.1,0.2,0.3,0.65,0.75,0.85,0.95,-0.5,0.5,0.8,0.12,0.05
5,0.0334,0.1039,0.0041,0.6535,2.1986,0.0063,444000.0,458849.0,269,252,0.1,0.2,0.3,0.6,0.75,0.85,0.95,0.5,0.5,0.75,0.1,0.05
5,0.0251,0.103,0.0031,0.6544,2.1561,0.0048,471750.0,483567.0,282,265,0.1,0.2,0.35,0.65,0.7,0.85,0.95,0.0,0.5,0.8,0.12,0.05
5,0.0237,0.1011,0.0029,0.6288,2.1028,0.0047,489000.0,500568.0,303,286,0.15,0.2,0.3,0.65,0.7,0.85,0.95,0.5,0.6,0.8,0.1,0.05
8,0.2408,0.0937,0.028,0.3743,2.6762,0.0749,400500.0,496931.0,211,193,0.15,0.25,0.3,0.5,0.65,0.85,0.95,-0.5,0.65,0.8,0.12,0.05
8,0.2373,0.0922,0.0277,0.3669,2.7068,0.0754,441750.0,546560.0,210,192,0.2,0.25,0.35,0.5,0.7,0.85,0.95,-0.5,0.5,0.7,0.08,0.05
8,0.237,0.0921,0.0276,0.3669,2.7001,0.0753,442500.0,547357.0,211,193,0.2,0.25,0.35,0.5,0.7,0.85,0.95,-0.5,0.65,0.75,0.1,0.05
8,0.2368,0.0923,0.0276,0.3652,2.6614,0.0756,393750.0,486979.0,210,192,0.15,0.2,0.35,0.5,0.75,0.85,0.95,1.0,0.5,0.8,0.12,0.05
8,0.2341,0.0919,0.0273,0.3652,2.6312,0.0748,372000.0,459081.0,211,193,0.1,0.2,0.35,0.5,0.65,0.85,0.95,0.5,0.55,0.75,0.12,0.05
10,0.1296,0.1056,0.0154,0.5498,2.2474,0.028,298500.0,337182.0,249,228,0.15,0.2,0.3,0.5,0.65,0.85,0.9,-0.5,0.5,0.75,0.08,0.05
10,0.1296,0.1056,0.0154,0.5498,2.2474,0.028,298500.0,337182.0,249,228,0.15,0.2,0.3,0.5,0.7,0.85,0.9,0.0,0.5,0.75,0.1,0.05
10,0.1216,0.1062,0.0145,0.5549,2.2991,0.0261,380250.0,426474.0,249,228,0.2,0.25,0.35,0.5,0.7,0.85,0.9,-0.5,0.5,0.7,0.12,0.05
10,0.1215,0.1064,0.0145,0.5587,2.266,0.0259,367500.0,412135.0,255,234,0.2,0.25,0.3,0.5,0.7,0.85,0.9,-0.5,0.55,0.75,0.06,0.05
10,0.1201,0.1064,0.0143,0.5508,2.1642,0.026,388500.0,435160.0,283,262,0.2,0.25,0.3,0.6,0.75,0.85,0.9,1.0,0.5,0.75,0.12,0.05
