he,ex,dt,heavy_ratio,extreme_ratio,000300_xirr,000300_return,000300_trades,000300_buys,000300_sells,000905_xirr,000905_return,000905_trades,000905_buys,000905_sells,000852_xirr,000852_return,000852_trades,000852_buys,000852_sells,000016_xirr,000016_return,000016_trades,000016_buys,000016_sells,399006_xirr,399006_return,399006_trades,399006_buys,399006_sells,399330_xirr,399330_return,399330_trades,399330_buys,399330_sells,avg_xirr,n_indices
0.8,0.9,0.05,0.15,0.2,0.1119,0.262726,330,314,16,0.1041,0.316707,300,285,15,0.1543,0.389227,262,240,22,0.1252,0.212949,310,284,26,0.2356,0.716279,273,249,24,0.1987,0.38806,297,271,26,0.154967,6
0.85,0.9,0.03,0.15,0.5,0.1195,0.264691,330,316,14,0.1159,0.320474,299,287,12,0.1609,0.380307,261,243,18,0.1234,0.21937,310,290,20,0.2135,0.61537,273,251,22,0.1966,0.352304,301,272,29,0.154967,6
0.75,0.9,0.05,0.15,0.25,0.1135,0.257573,330,312,18,0.1058,0.306833,301,285,16,0.1587,0.366516,263,236,27,0.1298,0.205335,306,278,28,0.2229,0.658053,275,249,26,0.1987,0.370237,295,267,28,0.1549,6
0.75,0.85,0.04,0.1,0.35,0.1124,0.259208,328,312,16,0.0985,0.317489,301,285,16,0.1482,0.345772,258,236,22,0.1238,0.207359,303,278,25,0.2464,0.70134,269,249,20,0.1996,0.381254,291,267,24,0.154817,6
0.75,0.95,0.05,0.15,0.2,0.1121,0.254224,331,312,19,0.1051,0.299722,304,285,19,0.1611,0.369285,266,236,30,0.1283,0.204352,306,278,28,0.222,0.657637,278,249,29,0.2001,0.369985,302,267,35,0.154783,6
0.85,0.9,0.05,0.2,0.25,0.116,0.266689,330,316,14,0.1145,0.35871,298,287,11,0.1578,0.397905,260,243,17,0.1108,0.202189,309,290,19,0.2235,0.64435,272,251,21,0.2058,0.377318,296,272,24,0.154733,6
0.8,0.9,0.03,0.1,0.5,0.1149,0.261976,330,314,16,0.0959,0.309441,301,285,16,0.1585,0.369306,263,240,23,0.1412,0.236389,311,284,27,0.2226,0.658901,274,249,25,0.1948,0.357285,302,271,31,0.15465,6
0.85,0.9,0.05,0.15,0.5,0.1161,0.27307,330,316,14,0.1185,0.340012,298,287,11,0.1595,0.380005,260,243,17,0.114,0.211911,309,290,19,0.2213,0.63207,272,251,21,0.1976,0.358865,296,272,24,0.1545,6
0.75,0.9,0.03,0.1,0.5,0.1152,0.258421,330,312,18,0.0971,0.302907,302,285,17,0.1565,0.353894,264,236,28,0.1426,0.228672,307,278,29,0.2153,0.630651,276,249,27,0.1998,0.362391,300,267,33,0.154417,6
0.75,0.9,0.04,0.15,0.2,0.1127,0.257033,330,312,18,0.1065,0.312834,301,285,16,0.1578,0.36714,263,236,27,0.1282,0.204084,306,278,28,0.2236,0.664748,275,249,26,0.1977,0.370104,297,267,30,0.154417,6
0.8,0.9,0.04,0.1,0.5,0.1117,0.272669,330,314,16,0.1011,0.336392,300,285,15,0.1571,0.369169,262,240,22,0.1283,0.22715,310,284,26,0.2327,0.679732,273,249,24,0.1956,0.360741,299,271,28,0.154417,6
0.75,0.85,0.05,0.1,0.5,0.114,0.256103,327,312,15,0.0948,0.294723,301,285,16,0.1526,0.34306,258,236,22,0.1278,0.226392,301,279,22,0.2418,0.682309,268,249,19,0.1949,0.366524,289,267,22,0.154317,6
0.75,0.95,0.03,0.1,0.5,0.102,0.259329,331,312,19,0.1089,0.364157,304,285,19,0.1436,0.36195,266,236,30,0.1376,0.226348,307,278,29,0.2258,0.65252,278,249,29,0.2075,0.379916,305,267,38,0.154233,6
0.85,0.9,0.03,0.15,0.35,0.1156,0.266472,330,316,14,0.1128,0.34554,299,287,12,0.1553,0.382869,261,243,18,0.1175,0.214833,310,290,20,0.2199,0.632581,273,251,22,0.2038,0.366893,301,272,29,0.15415,6
0.75,0.9,0.04,0.1,0.5,0.1125,0.268257,330,312,18,0.1022,0.329311,301,285,16,0.1555,0.353763,263,236,27,0.1299,0.219932,306,278,28,0.2236,0.647521,275,249,26,0.201,0.367393,297,267,30,0.154117,6
0.8,0.85,0.04,0.05,0.5,0.1158,0.264028,328,314,14,0.0869,0.326942,300,285,15,0.1458,0.335114,257,240,17,0.1225,0.212693,307,284,23,0.2557,0.711194,267,249,18,0.1975,0.379681,292,272,20,0.154033,6
0.85,0.9,0.04,0.15,0.35,0.1126,0.270877,330,316,14,0.1166,0.369129,298,287,11,0.1532,0.382976,260,243,17,0.1102,0.20834,309,290,19,0.2277,0.650366,272,251,21,0.2039,0.372236,298,272,26,0.154033,6
0.75,0.85,0.04,0.15,0.2,0.1096,0.255136,328,312,16,0.1058,0.309054,301,285,16,0.1506,0.358426,258,236,22,0.1213,0.201676,303,278,25,0.2388,0.717923,269,249,20,0.1978,0.387682,291,267,24,0.153983,6
0.75,0.85,0.03,0.05,0.5,0.1165,0.253731,329,312,17,0.088,0.324738,301,285,16,0.1642,0.378779,260,236,24,0.1275,0.206533,306,278,28,0.2333,0.660266,271,249,22,0.1934,0.36787,294,267,27,0.153817,6
0.75,0.85,0.03,0.05,0.35,0.1126,0.259067,329,312,17,0.0913,0.349358,301,285,16,0.1515,0.368208,260,236,24,0.1251,0.21373,306,278,28,0.2397,0.682728,271,249,22,0.2022,0.388479,294,267,27,0.153733,6
0.75,0.9,0.05,0.15,0.2,0.1127,0.257033,330,312,18,0.105,0.307587,301,285,16,0.1574,0.36694,263,236,27,0.1279,0.204058,306,278,28,0.2229,0.663772,275,249,26,0.1964,0.372665,295,267,28,0.153717,6
0.8,0.9,0.03,0.1,0.35,0.1095,0.26343,330,314,16,0.0982,0.326773,301,285,16,0.1526,0.372729,263,240,23,0.1301,0.229344,311,284,27,0.2294,0.67898,274,249,25,0.2018,0.373217,302,271,31,0.1536,6
0.85,0.95,0.03,0.15,0.5,0.1089,0.265303,331,316,15,0.1126,0.370946,302,287,15,0.1542,0.387759,264,243,21,0.1213,0.217966,310,290,20,0.2237,0.635957,275,251,24,0.2005,0.361572,306,272,34,0.153533,6
0.8,0.95,0.03,0.1,0.5,0.1001,0.262859,331,314,17,0.1086,0.374104,303,285,18,0.1402,0.382117,265,240,25,0.136,0.233931,311,284,27,0.2354,0.685915,276,249,27,0.2,0.370515,307,271,36,0.153383,6
0.8,0.85,0.05,0.1,0.35,0.1059,0.261162,326,314,12,0.0959,0.318611,300,285,15,0.1451,0.361642,257,240,17,0.1109,0.22326,305,285,20,0.2584,0.747543,266,249,17,0.204,0.41214,290,272,18,0.153367,6
0.85,0.95,0.03,0.15,0.35,0.1089,0.265303,331,316,15,0.1103,0.365275,302,287,15,0.153,0.388551,264,243,21,0.1158,0.213797,310,290,20,0.2267,0.647899,275,251,24,0.2053,0.371816,306,272,34,0.153333,6
0.75,0.9,0.03,0.1,0.35,0.1105,0.25979,330,312,18,0.0994,0.319888,302,285,17,0.1523,0.356004,264,236,28,0.1317,0.222007,307,278,29,0.221,0.646883,276,249,27,0.2043,0.374316,300,267,33,0.1532,6
0.8,0.85,0.04,0.1,0.25,0.1058,0.263374,328,314,14,0.0983,0.3369,300,285,15,0.1395,0.366527,257,240,17,0.1122,0.212192,307,284,23,0.2581,0.768729,267,249,18,0.2052,0.428574,292,272,20,0.153183,6
0.75,0.85,0.05,0.15,0.25,0.1094,0.254728,327,312,15,0.1045,0.299567,301,285,16,0.1524,0.357043,258,236,22,0.1155,0.205173,301,279,22,0.2396,0.709989,268,249,19,0.197,0.384433,289,267,22,0.153067,6
0.85,0.9,0.05,0.15,0.35,0.1126,0.270877,330,316,14,0.1136,0.359083,298,287,11,0.1529,0.382481,260,243,17,0.1089,0.207575,309,290,19,0.2263,0.648654,272,251,21,0.2039,0.376906,296,272,24,0.153033,6
0.8,0.85,0.03,0.05,0.35,0.112,0.260407,328,314,14,0.0905,0.353548,300,285,15,0.1519,0.377336,259,240,19,0.1226,0.208754,310,284,26,0.2459,0.703369,269,249,20,0.195,0.381397,296,272,24,0.152983,6
0.8,0.85,0.03,0.05,0.5,0.1165,0.254977,328,314,14,0.0873,0.328591,300,285,15,0.1659,0.386569,259,240,19,0.1227,0.199639,310,284,26,0.2391,0.678468,269,249,20,0.1862,0.360616,296,272,24,0.15295,6
0.75,0.9,0.05,0.1,0.5,0.1125,0.268257,330,312,18,0.1006,0.322768,301,285,16,0.154,0.353653,263,236,27,0.126,0.217841,306,278,28,0.2225,0.646058,275,249,26,0.2016,0.372986,295,267,28,0.152867,6
0.8,0.9,0.05,0.1,0.5,0.1117,0.272669,330,314,16,0.0994,0.329714,300,285,15,0.1549,0.369094,262,240,22,0.1244,0.22494,310,284,26,0.2313,0.677926,273,249,24,0.1955,0.36463,297,271,26,0.152867,6
0.85,0.9,0.03,0.1,0.5,0.1176,0.267275,330,316,14,0.1111,0.325899,299,287,12,0.1517,0.36196,261,243,18,0.1246,0.229156,310,290,20,0.2161,0.623901,273,251,22,0.196,0.35935,301,272,29,0.15285,6
0.8,0.85,0.03,0.1,0.2,0.1047,0.261743,328,314,14,0.0989,0.344943,300,285,15,0.1426,0.385503,259,240,19,0.1197,0.214165,310,284,26,0.2488,0.758917,269,249,20,0.2015,0.41564,296,272,24,0.1527,6
0.85,0.9,0.03,0.15,0.25,0.112,0.267058,330,316,14,0.11,0.361409,299,287,12,0.1501,0.385254,261,243,18,0.1122,0.210563,310,290,20,0.2237,0.64903,273,251,22,0.2079,0.380731,301,272,29,0.15265,6
0.85,0.95,0.03,0.15,0.25,0.1089,0.265303,331,316,15,0.108,0.359015,302,287,15,0.1523,0.38908,264,243,21,0.1114,0.210175,310,290,20,0.2277,0.65781,275,251,24,0.2076,0.380455,306,272,34,0.15265,6
0.8,0.9,0.04,0.1,0.35,0.1065,0.269463,330,314,16,0.1017,0.348246,300,285,15,0.1501,0.372529,262,240,22,0.1176,0.219696,310,284,26,0.2378,0.699505,273,249,24,0.2014,0.379057,299,271,28,0.152517,6
0.75,0.95,0.03,0.1,0.35,0.102,0.259329,331,312,19,0.1062,0.357516,304,285,19,0.1436,0.36195,266,236,30,0.1271,0.219843,307,278,29,0.2281,0.665261,278,249,29,0.2071,0.384612,305,267,38,0.15235,6
0.8,0.95,0.03,0.1,0.35,0.1001,0.262859,331,314,17,0.106,0.367325,303,285,18,0.1402,0.382117,265,240,25,0.1253,0.227057,311,284,27,0.2381,0.701721,276,249,27,0.2044,0.382908,307,271,36,0.15235,6
0.75,0.85,0.03,0.1,0.2,0.1073,0.258885,329,312,17,0.1,0.337696,301,285,16,0.1458,0.3658,260,236,24,0.1206,0.209833,306,278,28,0.2375,0.711418,271,249,22,0.2028,0.399511,294,267,27,0.152333,6
0.85,0.9,0.04,0.1,0.5,0.1096,0.276963,330,316,14,0.1173,0.357134,298,287,11,0.1499,0.36186,260,243,17,0.1125,0.219207,309,290,19,0.2274,0.646973,272,251,21,0.1969,0.363201,298,272,26,0.152267,6
0.75,0.85,0.04,0.05,0.5,0.1159,0.262412,328,312,16,0.0876,0.323111,301,285,16,0.1441,0.327304,258,236,22,0.123,0.20895,303,278,25,0.2484,0.6898,269,249,20,0.1945,0.372275,291,267,24,0.15225,6
0.75,0.9,0.04,0.1,0.35,0.1079,0.265351,330,312,18,0.1029,0.340924,301,285,16,0.1506,0.355798,263,236,27,0.1195,0.212879,306,278,28,0.2279,0.663488,275,249,26,0.2037,0.380819,297,267,30,0.152083,6
0.85,0.95,0.04,0.15,0.5,0.1089,0.265303,331,316,15,0.1118,0.368026,302,287,15,0.1542,0.387759,264,243,21,0.1123,0.210956,309,290,19,0.2237,0.635957,275,251,24,0.2015,0.365833,304,272,32,0.152067,6
0.85,0.95,0.03,0.15,0.2,0.1089,0.265303,331,316,15,0.1066,0.355023,302,287,15,0.1519,0.389344,264,243,21,0.109,0.208111,310,290,20,0.2276,0.663592,275,251,24,0.2081,0.385366,306,272,34,0.152017,6
0.85,0.95,0.04,0.15,0.35,0.1089,0.265303,331,316,15,0.1095,0.362371,302,287,15,0.153,0.388551,264,243,21,0.108,0.20712,309,290,19,0.2267,0.647899,275,251,24,0.206,0.377632,304,272,32,0.152017,6
0.85,0.95,0.05,0.15,0.5,0.1089,0.265303,331,316,15,0.1098,0.360009,302,287,15,0.1542,0.387759,264,243,21,0.1123,0.210956,309,290,19,0.2227,0.634643,275,251,24,0.2036,0.370233,303,272,31,0.151917,6
0.8,0.85,0.05,0.15,0.2,0.1036,0.259199,326,314,12,0.1036,0.313146,300,285,15,0.1447,0.382446,257,240,17,0.1083,0.21198,305,285,20,0.2534,0.795744,266,249,17,0.1976,0.441446,290,272,18,0.151867,6
0.85,0.9,0.04,0.15,0.25,0.1104,0.269415,330,316,14,0.1121,0.378546,298,287,11,0.1476,0.385413,260,243,17,0.106,0.204848,309,290,19,0.2294,0.664975,272,251,21,0.2054,0.386551,298,272,26,0.151817,6
0.85,0.95,0.05,0.15,0.35,0.1089,0.265303,331,316,15,0.1077,0.355075,302,287,15,0.153,0.388551,264,243,21,0.108,0.20712,309,290,19,0.2257,0.646579,275,251,24,0.2074,0.38238,303,272,31,0.151783,6
0.8,0.9,0.03,0.1,0.25,0.1053,0.263805,330,314,16,0.0988,0.336929,301,285,16,0.1469,0.375607,263,240,23,0.1204,0.22267,311,284,27,0.2326,0.698939,274,249,25,0.205,0.388246,302,271,31,0.1515,6
0.75,0.95,0.04,0.1,0.5,0.102,0.259329,331,312,19,0.108,0.360682,304,285,19,0.1436,0.36195,266,236,30,0.1211,0.215697,306,278,28,0.2258,0.65252,278,249,29,0.2084,0.387727,303,267,36,0.151483,6
0.8,0.85,0.04,0.05,0.35,0.1075,0.266293,328,314,14,0.0899,0.350776,300,285,15,0.1357,0.340056,257,240,17,0.1107,0.212932,307,284,23,0.2592,0.735089,267,249,18,0.2059,0.408731,292,272,20,0.151483,6
0.85,0.95,0.04,0.15,0.25,0.1089,0.265303,331,316,15,0.1073,0.356485,302,287,15,0.1523,0.38908,264,243,21,0.1051,0.204562,309,290,19,0.2277,0.65781,275,251,24,0.2075,0.386307,304,272,32,0.151467,6
0.75,0.95,0.05,0.1,0.5,0.102,0.259329,331,312,19,0.1057,0.351144,304,285,19,0.1436,0.36195,266,236,30,0.1211,0.215697,306,278,28,0.2248,0.651242,278,249,29,0.2111,0.395814,302,267,35,0.151383,6
0.8,0.85,0.05,0.05,0.5,0.1097,0.262463,326,314,12,0.0859,0.322414,300,285,15,0.1425,0.334741,257,240,17,0.116,0.236432,305,285,20,0.2538,0.710015,266,249,17,0.1993,0.385243,290,272,18,0.1512,6
0.75,0.85,0.05,0.1,0.35,0.1083,0.258325,327,312,15,0.097,0.311899,301,285,16,0.1459,0.345442,258,236,22,0.1121,0.21497,301,279,22,0.2449,0.702394,268,249,19,0.1988,0.385819,289,267,22,0.151167,6
0.85,0.9,0.03,0.15,0.2,0.11,0.267155,330,316,14,0.1081,0.368183,299,287,12,0.1468,0.386693,261,243,18,0.1091,0.208024,310,290,20,0.2248,0.65957,273,251,22,0.2082,0.388972,301,272,29,0.151167,6
0.85,0.95,0.05,0.15,0.25,0.1089,0.265303,331,316,15,0.1058,0.350472,302,287,15,0.1523,0.38908,264,243,21,0.1051,0.204562,309,290,19,0.2268,0.656655,275,251,24,0.208,0.390446,303,272,31,0.15115,6
0.75,0.85,0.04,0.1,0.25,0.1071,0.259764,328,312,16,0.0994,0.329816,301,285,16,0.1419,0.348452,258,236,22,0.1134,0.204824,303,278,25,0.2451,0.719423,269,249,20,0.1999,0.396741,291,267,24,0.151133,6
0.8,0.9,0.05,0.1,0.35,0.1065,0.269463,330,314,16,0.0998,0.340346,300,285,15,0.1475,0.372355,262,240,22,0.1149,0.217999,310,284,26,0.2363,0.697516,273,249,24,0.2009,0.384255,297,271,26,0.150983,6
0.85,0.9,0.03,0.1,0.35,0.1111,0.268641,330,316,14,0.1077,0.354045,299,287,12,0.145,0.365852,261,243,18,0.1141,0.22148,310,290,20,0.2237,0.646021,273,251,22,0.2042,0.377366,301,272,29,0.150967,6
0.85,0.95,0.04,0.15,0.2,0.1089,0.265303,331,316,15,0.106,0.352807,302,287,15,0.1519,0.389344,264,243,21,0.1038,0.203284,309,290,19,0.2276,0.663592,275,251,24,0.2074,0.390765,304,272,32,0.150933,6
0.75,0.9,0.03,0.1,0.25,0.1067,0.260164,330,312,18,0.0999,0.329837,302,285,17,0.1482,0.357736,264,236,28,0.1222,0.215693,307,278,29,0.2237,0.662953,276,249,27,0.2047,0.384038,300,267,33,0.1509,6
0.85,0.9,0.05,0.15,0.25,0.1104,0.269415,330,316,14,0.1095,0.369123,298,287,11,0.1473,0.384879,260,243,17,0.1054,0.204535,309,290,19,0.2282,0.663305,272,251,21,0.2042,0.391052,296,272,24,0.150833,6
0.85,0.9,0.05,0.1,0.5,0.1096,0.276963,330,316,14,0.1141,0.347442,298,287,11,0.1496,0.361353,260,243,17,0.109,0.216876,309,290,19,0.2258,0.644972,272,251,21,0.1968,0.367557,296,272,24,0.150817,6
0.75,0.9,0.05,0.1,0.35,0.1079,0.265351,330,312,18,0.1009,0.333184,301,285,16,0.1488,0.355603,263,236,27,0.1167,0.211274,306,278,28,0.2267,0.661877,275,249,26,0.2032,0.386581,295,267,28,0.1507,6
0.75,0.85,0.05,0.15,0.2,0.1075,0.25507,327,312,15,0.1044,0.304116,301,285,16,0.1499,0.358033,258,236,22,0.1104,0.201351,301,279,22,0.2369,0.720872,268,249,19,0.1944,0.390495,289,267,22,0.150583,6
0.8,0.95,0.03,0.1,0.25,0.1001,0.262859,331,314,17,0.1033,0.359829,303,285,18,0.1402,0.382117,265,240,25,0.1171,0.221158,311,284,27,0.2376,0.7157,276,249,27,0.2052,0.393257,307,271,36,0.150583,6
0.85,0.95,0.05,0.15,0.2,0.1089,0.265303,331,316,15,0.1047,0.347676,302,287,15,0.1519,0.389344,264,243,21,0.1038,0.203284,309,290,19,0.2268,0.662577,275,251,24,0.2074,0.394339,303,272,31,0.150583,6
0.8,0.95,0.04,0.1,0.5,0.1001,0.262859,331,314,17,0.1077,0.370558,303,285,18,0.1402,0.382117,265,240,25,0.1193,0.222674,310,284,26,0.2354,0.685915,276,249,27,0.2007,0.375911,305,271,34,0.150567,6
0.8,0.95,0.05,0.1,0.5,0.1001,0.262859,331,314,17,0.1054,0.360821,303,285,18,0.1402,0.382117,265,240,25,0.1193,0.222674,310,284,26,0.2341,0.684337,276,249,27,0.2027,0.381498,304,271,33,0.1503,6
0.75,0.85,0.03,0.05,0.25,0.1058,0.261538,329,312,17,0.0925,0.364944,301,285,16,0.1398,0.362641,260,236,24,0.1153,0.213796,306,278,28,0.2419,0.706807,271,249,22,0.2063,0.408039,294,267,27,0.150267,6
0.75,0.95,0.03,0.1,0.25,0.102,0.259329,331,312,19,0.1036,0.350172,304,285,19,0.1436,0.36195,266,236,30,0.1191,0.214262,307,278,29,0.2279,0.676477,278,249,29,0.2049,0.388712,305,267,38,0.150183,6
0.85,0.9,0.04,0.15,0.2,0.1093,0.268684,330,316,14,0.1094,0.381528,298,287,11,0.1444,0.386869,260,243,17,0.1038,0.203001,309,290,19,0.2293,0.673959,272,251,21,0.2038,0.394393,298,272,26,0.15,6
0.75,0.85,0.04,0.05,0.35,0.1082,0.264625,328,312,16,0.0906,0.346623,301,285,16,0.1358,0.331134,258,236,22,0.1113,0.209078,303,278,25,0.2518,0.711337,269,249,20,0.2016,0.395899,291,267,24,0.149883,6
0.8,0.85,0.03,0.05,0.25,0.1044,0.262753,328,314,14,0.0917,0.369348,300,285,15,0.1386,0.373126,259,240,19,0.1152,0.211931,310,284,26,0.2481,0.730124,269,249,20,0.2013,0.404726,296,272,24,0.149883,6
0.75,0.95,0.04,0.1,0.35,0.102,0.259329,331,312,19,0.1053,0.35406,304,285,19,0.1436,0.36195,266,236,30,0.1133,0.209773,306,278,28,0.2281,0.665261,278,249,29,0.2065,0.392674,303,267,36,0.1498,6
0.8,0.95,0.04,0.1,0.35,0.1001,0.262859,331,314,17,0.105,0.363798,303,285,18,0.1402,0.382117,265,240,25,0.1112,0.216414,310,284,26,0.2381,0.701721,276,249,27,0.204,0.390149,305,271,34,0.149767,6
0.85,0.9,0.03,0.05,0.5,0.1141,0.26968,330,316,14,0.1062,0.331812,299,287,12,0.1406,0.339256,261,243,18,0.1229,0.239901,310,290,20,0.2188,0.633462,273,251,22,0.1956,0.367327,301,272,29,0.1497,6
0.75,0.85,0.05,0.05,0.5,0.1107,0.261128,327,312,15,0.0866,0.318645,301,285,16,0.1413,0.326943,258,236,22,0.1165,0.23165,301,279,22,0.2467,0.688734,268,249,19,0.1959,0.376779,289,267,22,0.149617,6
0.75,0.9,0.03,0.05,0.5,0.1089,0.263622,330,312,18,0.0896,0.331975,302,285,17,0.1442,0.337208,264,236,28,0.1326,0.240778,307,278,29,0.2179,0.63615,276,249,27,0.2045,0.380628,300,267,33,0.149617,6
0.8,0.9,0.04,0.1,0.25,0.1033,0.267326,330,314,16,0.1008,0.352171,300,285,15,0.144,0.375395,262,240,22,0.11,0.21411,310,284,26,0.2385,0.717677,273,249,24,0.2009,0.394459,299,271,28,0.149583,6
0.85,0.9,0.04,0.1,0.35,0.104,0.273362,330,316,14,0.1117,0.380032,298,287,11,0.142,0.36573,260,243,17,0.1025,0.211062,309,290,19,0.2332,0.668688,272,251,21,0.2037,0.383876,298,272,26,0.149517,6
0.8,0.9,0.03,0.1,0.2,0.1031,0.263815,330,314,16,0.0985,0.340816,301,285,16,0.1432,0.377234,263,240,23,0.1149,0.218684,311,284,27,0.2327,0.712176,274,249,25,0.204,0.397096,302,271,31,0.1494,6
0.75,0.95,0.05,0.1,0.35,0.102,0.259329,331,312,19,0.1032,0.34538,304,285,19,0.1436,0.36195,266,236,30,0.1133,0.209773,306,278,28,0.2271,0.663977,278,249,29,0.207,0.399245,302,267,35,0.149367,6
0.8,0.95,0.05,0.1,0.35,0.1001,0.262859,331,314,17,0.103,0.354937,303,285,18,0.1402,0.382117,265,240,25,0.1112,0.216414,310,284,26,0.2368,0.700137,276,249,27,0.2044,0.396051,304,271,33,0.149283,6
0.8,0.95,0.03,0.1,0.2,0.1001,0.262859,331,314,17,0.1017,0.355047,303,285,18,0.1402,0.382117,265,240,25,0.1128,0.217814,311,284,27,0.2363,0.724203,276,249,27,0.2041,0.399047,307,271,36,0.1492,6
0.85,0.95,0.03,0.1,0.5,0.0973,0.266262,331,316,15,0.1084,0.408648,302,287,15,0.1373,0.371802,264,243,21,0.1196,0.2264,310,290,20,0.2304,0.653787,275,251,24,0.2022,0.374255,306,272,34,0.1492,6
0.75,0.9,0.04,0.1,0.25,0.105,0.263413,330,312,18,0.1019,0.34477,301,285,16,0.1462,0.357505,263,236,27,0.112,0.207594,306,278,28,0.2286,0.678086,275,249,26,0.2007,0.390033,297,267,30,0.149067,6
0.85,0.9,0.05,0.15,0.2,0.1093,0.268684,330,316,14,0.1072,0.372972,298,287,11,0.1441,0.386353,260,243,17,0.1035,0.202971,309,290,19,0.2282,0.672374,272,251,21,0.202,0.398404,296,272,24,0.14905,6
0.8,0.85,0.04,0.1,0.2,0.102,0.263167,328,314,14,0.0982,0.342317,300,285,15,0.1341,0.36942,257,240,17,0.1053,0.209391,307,284,23,0.2534,0.784753,267,249,18,0.2007,0.441219,292,272,20,0.14895,6
0.75,0.9,0.03,0.1,0.2,0.1047,0.26019,330,312,18,0.0996,0.333645,302,285,17,0.1456,0.358695,264,236,28,0.1169,0.211922,307,278,29,0.224,0.673571,276,249,27,0.2026,0.389244,300,267,33,0.1489,6
0.75,0.95,0.03,0.1,0.2,0.102,0.259329,331,312,19,0.102,0.345487,304,285,19,0.1436,0.36195,266,236,30,0.1148,0.211098,307,278,29,0.2269,0.683276,278,249,29,0.2027,0.390935,305,267,38,0.148667,6
0.8,0.9,0.03,0.05,0.5,0.1081,0.265238,330,314,16,0.0888,0.33593,301,285,16,0.1455,0.34608,263,240,23,0.1317,0.245139,311,284,27,0.222,0.651751,274,249,25,0.1951,0.366164,302,271,31,0.148533,6
0.8,0.95,0.04,0.1,0.25,0.1001,0.262859,331,314,17,0.1025,0.356757,303,285,18,0.1402,0.382117,265,240,25,0.1062,0.21224,310,284,26,0.2376,0.7157,276,249,27,0.2031,0.400399,305,271,34,0.148283,6
0.85,0.9,0.05,0.1,0.35,0.104,0.273362,330,316,14,0.1087,0.369104,298,287,11,0.1415,0.364971,260,243,17,0.1001,0.209273,309,290,19,0.2315,0.666484,272,251,21,0.2031,0.389704,296,272,24,0.14815,6
0.85,0.9,0.03,0.1,0.25,0.1055,0.26858,330,316,14,0.1047,0.372055,299,287,12,0.1383,0.369202,261,243,18,0.105,0.214199,310,290,20,0.2273,0.667754,273,251,22,0.208,0.39435,301,272,29,0.148133,6
0.85,0.95,0.03,0.1,0.35,0.0973,0.266262,331,316,15,0.1055,0.400744,302,287,15,0.1351,0.373282,264,243,21,0.1096,0.218894,310,290,20,0.2335,0.671054,275,251,24,0.2075,0.388356,306,272,34,0.148083,6
0.8,0.9,0.05,0.1,0.25,0.1033,0.267326,330,314,16,0.099,0.344659,300,285,15,0.1418,0.375117,262,240,22,0.1083,0.213057,310,284,26,0.2371,0.715692,273,249,24,0.1989,0.399382,297,271,26,0.148067,6
0.75,0.9,0.04,0.05,0.5,0.1015,0.275753,330,312,18,0.0955,0.366226,301,285,16,0.1423,0.336857,263,236,27,0.1128,0.226007,306,278,28,0.2299,0.660891,275,249,26,0.2057,0.388205,297,267,30,0.14795,6
0.75,0.95,0.04,0.1,0.25,0.102,0.259329,331,312,19,0.1028,0.347162,304,285,19,0.1436,0.36195,266,236,30,0.1084,0.205825,306,278,28,0.2279,0.676477,278,249,29,0.2028,0.395604,303,267,36,0.147917,6
0.75,0.9,0.05,0.1,0.25,0.105,0.263413,330,312,18,0.1001,0.33741,301,285,16,0.1446,0.357246,263,236,27,0.1103,0.206598,306,278,28,0.2275,0.676479,275,249,26,0.1987,0.394767,295,267,28,0.1477,6
0.8,0.85,0.05,0.1,0.25,0.0996,0.261366,326,314,12,0.0967,0.330639,300,285,15,0.1366,0.366025,257,240,17,0.0985,0.213253,305,285,20,0.2554,0.772425,266,249,17,0.1994,0.434773,290,272,18,0.1477,6
0.75,0.85,0.04,0.1,0.2,0.1037,0.259609,328,312,16,0.0993,0.335123,301,285,16,0.138,0.350147,258,236,22,0.1067,0.202109,303,278,25,0.2415,0.732204,269,249,20,0.1968,0.405117,291,267,24,0.147667,6
0.8,0.95,0.05,0.1,0.25,0.1001,0.262859,331,314,17,0.1008,0.349454,303,285,18,0.1402,0.382117,265,240,25,0.1062,0.21224,310,284,26,0.2366,0.714313,276,249,27,0.2021,0.405434,304,271,33,0.147667,6
0.75,0.85,0.03,0.1,0.15,0.1031,0.259596,329,312,17,0.0995,0.341831,301,285,16,0.1398,0.364127,260,236,24,0.1118,0.206472,306,278,28,0.2332,0.730337,271,249,22,0.1985,0.409098,294,267,27,0.14765,6
0.8,0.85,0.03,0.1,0.15,0.0996,0.262176,328,314,14,0.0984,0.349164,300,285,15,0.1349,0.38526,259,240,19,0.1106,0.212002,310,284,26,0.2433,0.782644,269,249,20,0.198,0.432216,296,272,24,0.147467,6
0.75,0.95,0.05,0.1,0.25,0.102,0.259329,331,312,19,0.1011,0.340008,304,285,19,0.1436,0.36195,266,236,30,0.1084,0.205825,306,278,28,0.2271,0.675353,278,249,29,0.2018,0.400463,302,267,35,0.147333,6
0.8,0.95,0.03,0.1,0.15,0.1001,0.262859,331,314,17,0.0999,0.349512,303,285,18,0.1402,0.382117,265,240,25,0.1084,0.214207,311,284,27,0.2339,0.733983,276,249,27,0.2015,0.405157,307,271,36,0.147333,6
