he,ex,dt,heavy_ratio,extreme_ratio,000300_xirr,000300_return,000300_trades,000300_buys,000300_sells,000905_xirr,000905_return,000905_trades,000905_buys,000905_sells,000852_xirr,000852_return,000852_trades,000852_buys,000852_sells,000016_xirr,000016_return,000016_trades,000016_buys,000016_sells,399006_xirr,399006_return,399006_trades,399006_buys,399006_sells,399330_xirr,399330_return,399330_trades,399330_buys,399330_sells,avg_xirr,n_indices
0.75,0.9,0.05,0.2,0.35,0.1182,0.251971,330,312,18,0.111,0.279961,301,285,16,0.1699,0.372236,263,236,27,0.1451,0.202484,306,278,28,0.2181,0.641658,275,249,26,0.1987,0.349415,295,267,28,0.160167,6
0.75,0.95,0.05,0.2,0.35,0.116,0.247976,331,312,19,0.1113,0.276087,304,285,19,0.1714,0.374528,266,236,30,0.1452,0.202345,306,278,28,0.2173,0.639222,278,249,29,0.1995,0.34933,302,267,35,0.160117,6
0.75,0.85,0.04,0.2,0.25,0.1144,0.250041,328,312,16,0.1109,0.284056,301,285,16,0.1623,0.363306,258,236,22,0.1367,0.200225,303,278,25,0.2375,0.697948,269,249,20,0.1985,0.368479,291,267,24,0.16005,6
0.75,0.9,0.03,0.2,0.25,0.1169,0.249829,330,312,18,0.1101,0.2777,302,285,17,0.1691,0.372693,264,236,28,0.1475,0.203922,307,278,29,0.2173,0.641645,276,249,27,0.1991,0.348425,300,267,33,0.16,6
0.75,0.85,0.03,0.15,0.35,0.116,0.250749,329,312,17,0.1058,0.296277,301,285,16,0.1659,0.374096,260,236,24,0.1413,0.206046,306,278,28,0.2327,0.672625,271,249,22,0.1976,0.364796,294,267,27,0.159883,6
0.85,0.9,0.05,0.35,0.5,0.1208,0.258845,330,316,14,0.1325,0.315804,298,287,11,0.1838,0.423008,260,243,17,0.1134,0.19252,309,290,19,0.2076,0.595396,272,251,21,0.201,0.334012,296,272,24,0.15985,6
0.8,0.95,0.03,0.15,0.5,0.1114,0.259528,331,314,17,0.1127,0.330556,303,285,18,0.1601,0.392794,265,240,25,0.1449,0.226446,311,284,27,0.232,0.684566,276,249,27,0.1978,0.357428,307,271,36,0.159817,6
0.75,0.9,0.04,0.2,0.25,0.1173,0.251357,330,312,18,0.1115,0.286954,301,285,16,0.1686,0.372622,263,236,27,0.1431,0.201102,306,278,28,0.2197,0.647946,275,249,26,0.1985,0.351018,297,267,30,0.159783,6
0.75,0.85,0.05,0.2,0.35,0.1151,0.248974,327,312,15,0.1091,0.271565,301,285,16,0.1647,0.362204,258,236,22,0.1355,0.207773,301,279,22,0.2366,0.686662,268,249,19,0.1975,0.362222,289,267,22,0.15975,6
0.75,0.95,0.04,0.2,0.25,0.116,0.247976,331,312,19,0.111,0.276775,304,285,19,0.1714,0.374528,266,236,30,0.1434,0.201197,306,278,28,0.2183,0.643106,278,249,29,0.1984,0.34834,303,267,36,0.15975,6
0.8,0.9,0.04,0.15,0.5,0.1179,0.266455,330,314,16,0.1071,0.309735,300,285,15,0.1673,0.384791,262,240,22,0.1388,0.221966,310,284,26,0.2311,0.682589,273,249,24,0.1956,0.352377,299,271,28,0.159633,6
0.75,0.95,0.05,0.2,0.25,0.116,0.247976,331,312,19,0.11,0.273661,304,285,19,0.1714,0.374528,266,236,30,0.1434,0.201197,306,278,28,0.2179,0.642668,278,249,29,0.199,0.349917,302,267,35,0.159617,6
0.8,0.95,0.03,0.15,0.35,0.1114,0.259528,331,314,17,0.1107,0.326005,303,285,18,0.1601,0.392794,265,240,25,0.1388,0.222714,311,284,27,0.2345,0.694854,276,249,27,0.2014,0.365801,307,271,36,0.159483,6
0.8,0.85,0.04,0.15,0.25,0.1109,0.260281,328,314,14,0.105,0.313695,300,285,15,0.1506,0.380697,257,240,17,0.1247,0.213484,307,284,23,0.2597,0.777102,267,249,18,0.2057,0.423868,292,272,20,0.159433,6
0.8,0.85,0.05,0.15,0.35,0.1106,0.258196,326,314,12,0.103,0.298506,300,285,15,0.156,0.376729,257,240,17,0.1235,0.223483,305,285,20,0.2594,0.757636,266,249,17,0.2039,0.408349,290,272,18,0.1594,6
0.75,0.9,0.05,0.2,0.25,0.1173,0.251357,330,312,18,0.1101,0.282393,301,285,16,0.1684,0.372501,263,236,27,0.1429,0.201128,306,278,28,0.2192,0.6473,275,249,26,0.1982,0.352951,295,267,28,0.15935,6
0.75,0.85,0.03,0.15,0.5,0.1169,0.246004,329,312,17,0.1032,0.279666,301,285,16,0.1728,0.380127,260,236,24,0.1421,0.200328,306,278,28,0.228,0.656742,271,249,22,0.1924,0.352836,294,267,27,0.159233,6
0.85,0.95,0.03,0.35,0.5,0.1164,0.251261,331,316,15,0.1311,0.291348,302,287,15,0.1876,0.427057,264,243,21,0.1139,0.192033,310,290,20,0.2065,0.59276,275,251,24,0.1995,0.331383,306,272,34,0.159167,6
0.8,0.9,0.03,0.15,0.5,0.1185,0.258024,330,314,16,0.1026,0.288594,301,285,16,0.1681,0.384852,263,240,23,0.1471,0.227675,311,284,27,0.2235,0.667,274,249,25,0.1949,0.349731,302,271,31,0.159117,6
0.85,0.9,0.03,0.35,0.5,0.1198,0.255604,330,316,14,0.1311,0.302728,299,287,12,0.1841,0.423022,261,243,18,0.1145,0.19346,310,290,20,0.2049,0.58976,273,251,22,0.2002,0.331584,301,272,29,0.1591,6
0.75,0.85,0.04,0.15,0.5,0.1175,0.251278,328,312,16,0.1029,0.278568,301,285,16,0.1624,0.354292,258,236,22,0.1397,0.202278,303,278,25,0.2387,0.677876,269,249,20,0.1932,0.355417,291,267,24,0.159067,6
0.85,0.95,0.04,0.35,0.5,0.1164,0.251261,331,316,15,0.1308,0.290695,302,287,15,0.1876,0.427057,264,243,21,0.113,0.19126,309,290,19,0.2065,0.59276,275,251,24,0.1998,0.332216,304,272,32,0.159017,6
0.85,0.95,0.05,0.35,0.5,0.1164,0.251261,331,316,15,0.1302,0.288904,302,287,15,0.1876,0.427057,264,243,21,0.113,0.19126,309,290,19,0.2063,0.592416,275,251,24,0.2005,0.333049,303,272,31,0.159,6
0.85,0.9,0.04,0.25,0.5,0.1207,0.265078,330,316,14,0.1295,0.334828,298,287,11,0.1743,0.40675,260,243,17,0.1158,0.201355,309,290,19,0.2144,0.61203,272,251,21,0.1989,0.342594,298,272,26,0.158933,6
0.8,0.9,0.03,0.15,0.35,0.1156,0.259836,330,314,16,0.1045,0.30202,301,285,16,0.1635,0.386846,263,240,23,0.1406,0.223607,311,284,27,0.2288,0.681746,274,249,25,0.2005,0.361801,302,271,31,0.158917,6
0.8,0.85,0.04,0.1,0.5,0.1172,0.260038,328,314,14,0.0947,0.304788,300,285,15,0.1571,0.357752,257,240,17,0.1311,0.213058,307,284,23,0.2568,0.723816,267,249,18,0.1964,0.377691,292,272,20,0.158883,6
0.75,0.95,0.03,0.15,0.5,0.1121,0.254224,331,312,19,0.1121,0.317987,304,285,19,0.1611,0.369285,266,236,30,0.1472,0.21651,307,278,29,0.2199,0.641029,278,249,29,0.2007,0.357625,305,267,38,0.15885,6
0.8,0.9,0.04,0.15,0.35,0.1148,0.26459,330,314,16,0.1075,0.318863,300,285,15,0.162,0.38677,262,240,22,0.1325,0.217735,310,284,26,0.2353,0.69695,273,249,24,0.2007,0.366327,299,271,28,0.1588,6
0.75,0.85,0.03,0.15,0.25,0.1136,0.253783,329,312,17,0.1066,0.306793,301,285,16,0.1598,0.370707,260,236,24,0.1365,0.207533,306,278,28,0.2351,0.689155,271,249,22,0.2008,0.376275,294,267,27,0.158733,6
0.8,0.95,0.03,0.15,0.25,0.1114,0.259528,331,314,17,0.1086,0.320981,303,285,18,0.1601,0.392794,265,240,25,0.1339,0.219466,311,284,27,0.2352,0.703493,276,249,27,0.2032,0.372916,307,271,36,0.158733,6
0.8,0.9,0.05,0.15,0.5,0.1179,0.266455,330,314,16,0.1056,0.304496,300,285,15,0.1661,0.384748,262,240,22,0.1366,0.220898,310,284,26,0.23,0.68124,273,249,24,0.1958,0.355279,297,271,26,0.158667,6
0.75,0.85,0.04,0.15,0.35,0.1149,0.253895,328,312,16,0.1052,0.294432,301,285,16,0.1579,0.355775,258,236,22,0.1339,0.20426,303,278,25,0.2416,0.69296,269,249,20,0.1981,0.369253,291,267,24,0.1586,6
0.85,0.9,0.04,0.25,0.35,0.1195,0.264235,330,316,14,0.1255,0.350305,298,287,11,0.1698,0.407535,260,243,17,0.114,0.199735,309,290,19,0.2177,0.621616,272,251,21,0.2039,0.35333,298,272,26,0.1584,6
0.85,0.9,0.05,0.25,0.5,0.1207,0.265078,330,316,14,0.1264,0.326946,298,287,11,0.1742,0.406612,260,243,17,0.1154,0.201188,309,290,19,0.2136,0.611079,272,251,21,0.1992,0.344699,296,272,24,0.15825,6
0.75,0.9,0.04,0.15,0.5,0.1177,0.260274,330,312,18,0.108,0.300768,301,285,16,0.1652,0.364996,263,236,27,0.1412,0.212375,306,278,28,0.2192,0.639604,275,249,26,0.1981,0.352401,297,267,30,0.158233,6
0.8,0.85,0.03,0.15,0.2,0.1094,0.259802,328,314,14,0.1056,0.320376,300,285,15,0.1524,0.394139,259,240,19,0.1296,0.214963,310,284,26,0.2512,0.767542,269,249,20,0.201,0.411357,296,272,24,0.1582,6
0.8,0.95,0.04,0.15,0.5,0.1114,0.259528,331,314,17,0.112,0.328213,303,285,18,0.1601,0.392794,265,240,25,0.1349,0.220146,310,284,26,0.232,0.684566,276,249,27,0.1986,0.361038,305,271,34,0.158167,6
0.8,0.95,0.03,0.15,0.2,0.1114,0.259528,331,314,17,0.1074,0.317777,303,285,18,0.1601,0.392794,265,240,25,0.1313,0.217613,311,284,27,0.2351,0.708577,276,249,27,0.2036,0.376975,307,271,36,0.15815,6
0.75,0.85,0.05,0.15,0.5,0.1159,0.251195,327,312,15,0.102,0.275555,301,285,16,0.1612,0.354135,258,236,22,0.1371,0.220286,301,279,22,0.2376,0.677083,268,249,19,0.1944,0.358073,289,267,22,0.158033,6
0.8,0.95,0.04,0.15,0.35,0.1114,0.259528,331,314,17,0.11,0.323674,303,285,18,0.1601,0.392794,265,240,25,0.1301,0.216706,310,284,26,0.2345,0.694854,276,249,27,0.2021,0.370728,305,271,34,0.158033,6
0.8,0.95,0.05,0.15,0.5,0.1114,0.259528,331,314,17,0.1103,0.321779,303,285,18,0.1601,0.392794,265,240,25,0.1349,0.220146,310,284,26,0.2311,0.683446,276,249,27,0.2004,0.364766,304,271,33,0.158033,6
0.75,0.95,0.03,0.15,0.35,0.1121,0.254224,331,312,19,0.1101,0.313536,304,285,19,0.1611,0.369285,266,236,30,0.1413,0.213067,307,278,29,0.2218,0.648434,278,249,29,0.2012,0.360346,305,267,38,0.157933,6
0.8,0.9,0.03,0.15,0.25,0.1132,0.260678,330,314,16,0.1048,0.309873,301,285,16,0.1593,0.388592,263,240,23,0.1347,0.219782,311,284,27,0.2319,0.695994,274,249,25,0.2037,0.373264,302,271,31,0.157933,6
0.75,0.9,0.03,0.15,0.5,0.118,0.25288,330,312,18,0.1035,0.280091,302,285,17,0.1657,0.365063,264,236,28,0.1494,0.217643,307,278,29,0.2137,0.628343,276,249,27,0.1972,0.349171,300,267,33,0.157917,6
0.8,0.9,0.05,0.15,0.35,0.1148,0.26459,330,314,16,0.1058,0.312666,300,285,15,0.1607,0.38664,262,240,22,0.131,0.21703,310,284,26,0.2342,0.695491,273,249,24,0.2007,0.370261,297,271,26,0.157867,6
0.85,0.9,0.05,0.25,0.35,0.1195,0.264235,330,316,14,0.1226,0.341761,298,287,11,0.1697,0.407334,260,243,17,0.1138,0.199718,309,290,19,0.217,0.620616,272,251,21,0.2044,0.35624,296,272,24,0.157833,6
0.8,0.95,0.05,0.15,0.35,0.1114,0.259528,331,314,17,0.1084,0.317819,303,285,18,0.1601,0.392794,265,240,25,0.1301,0.216706,310,284,26,0.2336,0.693729,276,249,27,0.2033,0.37475,304,271,33,0.157817,6
0.75,0.85,0.05,0.2,0.25,0.1132,0.250214,327,312,15,0.1096,0.27978,301,285,16,0.1618,0.363006,258,236,22,0.1282,0.202852,301,279,22,0.2364,0.69971,268,249,19,0.1974,0.371045,289,267,22,0.157767,6
0.85,0.95,0.03,0.25,0.35,0.1167,0.258343,331,316,15,0.1207,0.317999,302,287,15,0.1753,0.411731,264,243,21,0.1166,0.201591,310,290,20,0.2153,0.615426,275,251,24,0.2018,0.348309,306,272,34,0.157733,6
0.85,0.9,0.04,0.2,0.5,0.1194,0.268941,330,316,14,0.1258,0.341637,298,287,11,0.1677,0.395078,260,243,17,0.1165,0.20693,309,290,19,0.2182,0.622067,272,251,21,0.1981,0.348589,298,272,26,0.157617,6
0.8,0.85,0.04,0.1,0.35,0.1119,0.262821,328,314,14,0.0973,0.324317,300,285,15,0.1483,0.361986,257,240,17,0.1228,0.214736,307,284,23,0.2602,0.746216,267,249,18,0.2051,0.40519,292,272,20,0.1576,6
0.85,0.9,0.03,0.25,0.5,0.1204,0.259735,330,316,14,0.1244,0.310896,299,287,12,0.1748,0.40668,261,243,18,0.1187,0.203884,310,290,20,0.2088,0.601026,273,251,22,0.1982,0.340616,301,272,29,0.15755,6
0.85,0.9,0.03,0.25,0.35,0.1191,0.26142,330,316,14,0.1222,0.330795,299,287,12,0.1708,0.407385,261,243,18,0.1168,0.202274,310,290,20,0.2129,0.611081,273,251,22,0.2032,0.349894,301,272,29,0.1575,6
0.75,0.9,0.03,0.15,0.35,0.1157,0.254481,330,312,18,0.1054,0.293222,302,285,17,0.1629,0.366003,264,236,28,0.143,0.21389,307,278,29,0.2176,0.638978,276,249,27,0.2003,0.356841,300,267,33,0.157483,6
0.8,0.85,0.03,0.1,0.35,0.1142,0.257933,328,314,14,0.098,0.326588,300,285,15,0.1602,0.388422,259,240,19,0.1311,0.21044,310,284,26,0.2476,0.716272,269,249,20,0.1938,0.379152,296,272,24,0.157483,6
0.8,0.95,0.04,0.15,0.25,0.1114,0.259528,331,314,17,0.108,0.318951,303,285,18,0.1601,0.392794,265,240,25,0.127,0.214413,310,284,26,0.2352,0.703493,276,249,27,0.2032,0.377873,305,271,34,0.157483,6
0.85,0.95,0.03,0.25,0.5,0.1167,0.258343,331,316,15,0.1221,0.320835,302,287,15,0.1755,0.411556,264,243,21,0.1182,0.202901,310,290,20,0.2134,0.609834,275,251,24,0.199,0.343239,306,272,34,0.157483,6
0.75,0.9,0.05,0.15,0.5,0.1177,0.260274,330,312,18,0.1065,0.295644,301,285,16,0.1645,0.364929,263,236,27,0.139,0.21139,306,278,28,0.2185,0.63863,275,249,26,0.1986,0.355915,295,267,28,0.157467,6
0.85,0.95,0.04,0.25,0.35,0.1167,0.258343,331,316,15,0.1202,0.316587,302,287,15,0.1753,0.411731,264,243,21,0.1139,0.199306,309,290,19,0.2153,0.615426,275,251,24,0.2027,0.351035,304,272,32,0.15735,6
0.75,0.95,0.05,0.15,0.5,0.1121,0.254224,331,312,19,0.1097,0.309403,304,285,19,0.1611,0.369285,266,236,30,0.1375,0.210698,306,278,28,0.2193,0.64022,278,249,29,0.2041,0.366586,302,267,35,0.1573,6
0.75,0.95,0.04,0.15,0.5,0.1121,0.254224,331,312,19,0.1114,0.315695,304,285,19,0.1611,0.369285,266,236,30,0.1375,0.210698,306,278,28,0.2199,0.641029,278,249,29,0.2017,0.362034,303,267,36,0.157283,6
0.75,0.9,0.04,0.15,0.35,0.1152,0.258653,330,312,18,0.1084,0.309696,301,285,16,0.162,0.365903,263,236,27,0.1351,0.208473,306,278,28,0.2224,0.64995,275,249,26,0.2005,0.361093,297,267,30,0.157267,6
0.85,0.95,0.05,0.25,0.35,0.1167,0.258343,331,316,15,0.1191,0.31304,302,287,15,0.1753,0.411731,264,243,21,0.1139,0.199306,309,290,19,0.2147,0.61472,275,251,24,0.2039,0.353253,303,272,31,0.157267,6
0.8,0.95,0.05,0.15,0.25,0.1114,0.259528,331,314,17,0.1067,0.314125,303,285,18,0.1601,0.392794,265,240,25,0.127,0.214413,310,284,26,0.2345,0.702508,276,249,27,0.2037,0.38138,304,271,33,0.157233,6
0.8,0.9,0.04,0.15,0.25,0.1129,0.263348,330,314,16,0.1065,0.321829,300,285,15,0.1575,0.38852,262,240,22,0.1279,0.214622,310,284,26,0.2367,0.709688,273,249,24,0.2017,0.378194,299,271,28,0.1572,6
0.75,0.85,0.03,0.1,0.35,0.1147,0.254872,329,312,17,0.0991,0.319714,301,285,16,0.1596,0.371981,260,236,24,0.1339,0.210208,306,278,28,0.2359,0.677109,271,249,22,0.1994,0.375451,294,267,27,0.1571,6
0.8,0.85,0.05,0.1,0.5,0.1131,0.25915,326,314,12,0.0937,0.301078,300,285,15,0.1547,0.357579,257,240,17,0.1272,0.235331,305,285,20,0.255,0.722678,266,249,17,0.1984,0.383009,290,272,18,0.157017,6
0.8,0.95,0.04,0.15,0.2,0.1114,0.259528,331,314,17,0.1069,0.315998,303,285,18,0.1601,0.392794,265,240,25,0.1255,0.213266,310,284,26,0.2351,0.708577,276,249,27,0.2031,0.381549,305,271,34,0.157017,6
0.85,0.95,0.04,0.25,0.5,0.1167,0.258343,331,316,15,0.1216,0.319415,302,287,15,0.1755,0.411556,264,243,21,0.1153,0.200545,309,290,19,0.2134,0.609834,275,251,24,0.1996,0.345221,304,272,32,0.157017,6
0.75,0.85,0.03,0.15,0.2,0.1116,0.255126,329,312,17,0.1065,0.311187,301,285,16,0.1561,0.369214,260,236,24,0.1319,0.206926,306,278,28,0.2349,0.700736,271,249,22,0.201,0.383149,294,267,27,0.157,6
0.85,0.95,0.05,0.25,0.5,0.1167,0.258343,331,316,15,0.1205,0.315517,302,287,15,0.1755,0.411556,264,243,21,0.1153,0.200545,309,290,19,0.2129,0.609131,275,251,24,0.2009,0.347241,303,272,31,0.156967,6
0.8,0.85,0.03,0.1,0.5,0.1171,0.25254,328,314,14,0.095,0.30614,300,285,15,0.1717,0.39459,259,240,19,0.1307,0.201904,310,284,26,0.2411,0.692827,269,249,20,0.1857,0.359621,296,272,24,0.156883,6
0.75,0.95,0.03,0.15,0.25,0.1121,0.254224,331,312,19,0.108,0.308622,304,285,19,0.1611,0.369285,266,236,30,0.1366,0.21007,307,278,29,0.2225,0.654628,278,249,29,0.2009,0.362803,305,267,38,0.156867,6
0.8,0.9,0.03,0.15,0.2,0.1119,0.26099,330,314,16,0.1045,0.312865,301,285,16,0.1567,0.389602,263,240,23,0.1314,0.217509,311,284,27,0.2328,0.705226,274,249,25,0.2038,0.380095,302,271,31,0.15685,6
0.85,0.9,0.05,0.2,0.5,0.1194,0.268941,330,316,14,0.1226,0.333205,298,287,11,0.1676,0.394862,260,243,17,0.1156,0.206431,309,290,19,0.2173,0.620831,272,251,21,0.1984,0.35129,296,272,24,0.156817,6
0.85,0.9,0.04,0.2,0.35,0.1173,0.26759,330,316,14,0.1212,0.359266,298,287,11,0.1624,0.396669,260,243,17,0.1133,0.204162,309,290,19,0.2224,0.634805,272,251,21,0.2039,0.362104,298,272,26,0.15675,6
0.8,0.95,0.05,0.15,0.2,0.1114,0.259528,331,314,17,0.1057,0.311881,303,285,18,0.1601,0.392794,265,240,25,0.1255,0.213266,310,284,26,0.2344,0.707712,276,249,27,0.2031,0.384576,304,271,33,0.1567,6
0.75,0.85,0.03,0.1,0.5,0.1168,0.249758,329,312,17,0.0962,0.299681,301,285,16,0.1689,0.380024,260,236,24,0.1352,0.203722,306,278,28,0.2304,0.658134,271,249,22,0.1926,0.359638,294,267,27,0.156683,6
0.75,0.95,0.04,0.15,0.35,0.1121,0.254224,331,312,19,0.1094,0.311256,304,285,19,0.1611,0.369285,266,236,30,0.1328,0.207525,306,278,28,0.2218,0.648434,278,249,29,0.2018,0.364974,303,267,36,0.1565,6
0.75,0.9,0.05,0.15,0.35,0.1152,0.258653,330,312,18,0.1067,0.303635,301,285,16,0.1613,0.365777,263,236,27,0.1336,0.207822,306,278,28,0.2216,0.648896,275,249,26,0.2005,0.364764,295,267,28,0.156483,6
0.85,0.9,0.03,0.2,0.5,0.1203,0.262137,330,316,14,0.1203,0.315489,299,287,12,0.1685,0.395009,261,243,18,0.1212,0.210931,310,290,20,0.2111,0.607774,273,251,22,0.1973,0.346089,301,272,29,0.15645,6
0.75,0.9,0.03,0.15,0.25,0.1137,0.25523,330,312,18,0.1057,0.300903,302,285,17,0.1604,0.3668,264,236,28,0.1373,0.210362,307,278,29,0.22,0.649214,276,249,27,0.2012,0.363159,300,267,33,0.156383,6
0.75,0.95,0.05,0.15,0.35,0.1121,0.254224,331,312,19,0.1077,0.30553,304,285,19,0.1611,0.369285,266,236,30,0.1328,0.207525,306,278,28,0.2212,0.647622,278,249,29,0.203,0.368752,302,267,35,0.156317,6
0.8,0.85,0.04,0.15,0.2,0.1083,0.260526,328,314,14,0.1049,0.318195,300,285,15,0.1459,0.383063,257,240,17,0.1195,0.211937,307,284,23,0.2561,0.791526,267,249,18,0.2031,0.436103,292,272,20,0.1563,6
0.8,0.9,0.05,0.15,0.25,0.1129,0.263348,330,314,16,0.1049,0.315936,300,285,15,0.1565,0.388282,262,240,22,0.1271,0.214333,310,284,26,0.2357,0.708265,273,249,24,0.2007,0.381981,297,271,26,0.1563,6
0.75,0.85,0.04,0.15,0.25,0.1117,0.254902,328,312,16,0.1059,0.304653,301,285,16,0.1534,0.357392,258,236,22,0.1264,0.203192,303,278,25,0.2411,0.707701,269,249,20,0.1992,0.381146,291,267,24,0.156283,6
0.85,0.9,0.03,0.2,0.35,0.118,0.263966,330,316,14,0.1177,0.337822,299,287,12,0.1638,0.396506,261,243,18,0.1178,0.208229,310,290,20,0.2163,0.621018,273,251,22,0.2034,0.357787,301,272,29,0.156167,6
0.85,0.95,0.03,0.2,0.35,0.1146,0.262142,331,316,15,0.1154,0.338457,302,287,15,0.1659,0.401187,264,243,21,0.1173,0.207614,310,290,20,0.2205,0.629731,275,251,24,0.2032,0.358684,306,272,34,0.15615,6
0.75,0.95,0.03,0.15,0.2,0.1121,0.254224,331,312,19,0.1067,0.305489,304,285,19,0.1611,0.369285,266,236,30,0.134,0.208361,307,278,29,0.2225,0.658262,278,249,29,0.2004,0.364184,305,267,38,0.156133,6
0.75,0.85,0.05,0.15,0.35,0.1126,0.253668,327,312,15,0.1039,0.289797,301,285,16,0.1566,0.355513,258,236,22,0.125,0.211962,301,279,22,0.2405,0.693768,268,249,19,0.1981,0.372804,289,267,22,0.156117,6
0.85,0.9,0.05,0.2,0.35,0.1173,0.26759,330,316,14,0.1183,0.35001,298,287,11,0.1622,0.396352,260,243,17,0.1127,0.203919,309,290,19,0.2214,0.633488,272,251,21,0.2043,0.365811,296,272,24,0.156033,6
0.85,0.95,0.03,0.2,0.5,0.1146,0.262142,331,316,15,0.1173,0.34249,302,287,15,0.1664,0.400802,264,243,21,0.1202,0.20995,310,290,20,0.2181,0.621517,275,251,24,0.1995,0.351402,306,272,34,0.156017,6
0.75,0.85,0.04,0.1,0.5,0.117,0.256616,328,312,16,0.0958,0.298357,301,285,16,0.1544,0.343253,258,236,22,0.132,0.205964,303,278,25,0.2432,0.683234,269,249,20,0.1935,0.363036,291,267,24,0.155983,6
0.85,0.95,0.03,0.2,0.25,0.1146,0.262142,331,316,15,0.1136,0.334011,302,287,15,0.1655,0.401444,264,243,21,0.1148,0.205552,310,290,20,0.2217,0.636259,275,251,24,0.2056,0.364847,306,272,34,0.155967,6
0.8,0.9,0.04,0.15,0.2,0.1119,0.262726,330,314,16,0.1056,0.322072,300,285,15,0.155,0.389538,262,240,22,0.1255,0.212977,310,284,26,0.2365,0.71763,273,249,24,0.2002,0.384686,299,271,28,0.155783,6
0.75,0.9,0.04,0.15,0.25,0.1135,0.257573,330,312,18,0.1074,0.312596,301,285,16,0.1593,0.36669,263,236,27,0.1306,0.205601,306,278,28,0.2236,0.659081,275,249,26,0.1996,0.367172,297,267,30,0.155667,6
0.75,0.95,0.04,0.15,0.25,0.1121,0.254224,331,312,19,0.1074,0.306636,304,285,19,0.1611,0.369285,266,236,30,0.1297,0.205409,306,278,28,0.2225,0.654628,278,249,29,0.2009,0.366839,303,267,36,0.155617,6
0.8,0.85,0.03,0.1,0.25,0.1088,0.260807,328,314,14,0.0989,0.339534,300,285,15,0.1494,0.386099,259,240,19,0.1258,0.214148,310,284,26,0.2502,0.741129,269,249,20,0.2004,0.401215,296,272,24,0.155583,6
0.85,0.9,0.04,0.15,0.5,0.1161,0.27307,330,316,14,0.1217,0.349044,298,287,11,0.1597,0.380338,260,243,17,0.1159,0.213071,309,290,19,0.2226,0.633652,272,251,21,0.1975,0.355424,298,272,26,0.155583,6
0.85,0.95,0.04,0.2,0.35,0.1146,0.262142,331,316,15,0.1148,0.336421,302,287,15,0.1659,0.401187,264,243,21,0.1127,0.203714,309,290,19,0.2205,0.629731,275,251,24,0.2042,0.362726,304,272,32,0.15545,6
0.85,0.9,0.03,0.2,0.25,0.1159,0.264811,330,316,14,0.1151,0.35182,299,287,12,0.1596,0.398027,261,243,18,0.1148,0.205705,310,290,20,0.2197,0.633382,273,251,22,0.2074,0.368925,301,272,29,0.155417,6
0.85,0.9,0.04,0.2,0.25,0.116,0.266689,330,316,14,0.117,0.367332,298,287,11,0.158,0.398246,260,243,17,0.1109,0.202157,309,290,19,0.2244,0.645608,272,251,21,0.2062,0.373704,298,272,26,0.155417,6
0.75,0.95,0.05,0.15,0.25,0.1121,0.254224,331,312,19,0.1061,0.301917,304,285,19,0.1611,0.369285,266,236,30,0.1297,0.205409,306,278,28,0.2219,0.653917,278,249,29,0.2013,0.369694,302,267,35,0.155367,6
0.85,0.95,0.04,0.2,0.25,0.1146,0.262142,331,316,15,0.1131,0.332238,302,287,15,0.1655,0.401444,264,243,21,0.1111,0.202261,309,290,19,0.2217,0.636259,275,251,24,0.2062,0.368951,304,272,32,0.155367,6
0.75,0.9,0.03,0.15,0.2,0.1126,0.25551,330,312,18,0.1054,0.303829,302,285,17,0.1588,0.367247,264,236,28,0.134,0.208265,307,278,29,0.2208,0.655821,276,249,27,0.2005,0.3666,300,267,33,0.15535,6
0.85,0.95,0.05,0.2,0.35,0.1146,0.262142,331,316,15,0.1134,0.331308,302,287,15,0.1659,0.401187,264,243,21,0.1127,0.203714,309,290,19,0.2198,0.628756,275,251,24,0.2057,0.366023,303,272,31,0.15535,6
0.8,0.85,0.05,0.15,0.25,0.1061,0.259033,326,314,12,0.1036,0.308495,300,285,15,0.1488,0.380206,257,240,17,0.1137,0.216124,305,285,20,0.2575,0.780358,266,249,17,0.202,0.430112,290,272,18,0.155283,6
0.85,0.95,0.05,0.2,0.25,0.1146,0.262142,331,316,15,0.1119,0.328024,302,287,15,0.1655,0.401444,264,243,21,0.1111,0.202261,309,290,19,0.221,0.635406,275,251,24,0.2071,0.371858,303,272,31,0.1552,6
0.85,0.95,0.04,0.2,0.5,0.1146,0.262142,331,316,15,0.1166,0.340443,302,287,15,0.1664,0.400802,264,243,21,0.1151,0.205892,309,290,19,0.2181,0.621517,275,251,24,0.2003,0.354344,304,272,32,0.155183,6
0.85,0.95,0.05,0.2,0.5,0.1146,0.262142,331,316,15,0.1151,0.334824,302,287,15,0.1664,0.400802,264,243,21,0.1151,0.205892,309,290,19,0.2173,0.620546,275,251,24,0.2021,0.357364,303,272,31,0.1551,6
0.75,0.85,0.03,0.1,0.25,0.1105,0.257793,329,312,17,0.1001,0.332396,301,285,16,0.151,0.367653,260,236,24,0.127,0.21125,306,278,28,0.2384,0.697151,271,249,22,0.2032,0.390553,294,267,27,0.155033,6
0.75,0.95,0.04,0.15,0.2,0.1121,0.254224,331,312,19,0.1062,0.303749,304,285,19,0.1611,0.369285,266,236,30,0.1283,0.204352,306,278,28,0.2225,0.658262,278,249,29,0.2,0.367675,303,267,36,0.155033,6
