window,feature,strategy_score,pe_buy_floor,pe_buy_low,pe_buy_mid,pe_buy_high,pe_sell_warn,pe_sell_heavy,pe_sell_extreme,fed_buy_threshold,pb_veto_threshold,pb_confirm_threshold,drawdown_standard,drawdown_tight
8,PB_FED,0.027401,0.1,0.15,0.3,0.65,0.75,0.8,0.9,0.0,0.0,0.0,0.08,0.05
8,PB_only,0.027374,0.05,0.2,0.35,0.7,0.75,0.8,0.85,0.0,0.0,0.0,0.12,0.03
8,PB_FED,0.027363,0.15,0.2,0.3,0.65,0.65,0.8,0.85,-0.5,0.0,0.0,0.12,0.04
8,PB_only,0.027356,0.1,0.25,0.35,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.1,0.04
8,PB_FED,0.027355,0.05,0.2,0.45,0.7,0.7,0.75,0.9,-0.5,0.0,0.0,0.08,0.03
8,PB_FED,0.027328,0.1,0.15,0.3,0.65,0.65,0.8,0.95,-0.5,0.0,0.0,0.1,0.03
8,PB_only,0.027305,0.1,0.15,0.4,0.7,0.65,0.85,0.9,0.0,0.0,0.0,0.12,0.03
8,PB_FED,0.027286,0.15,0.25,0.4,0.7,0.75,0.8,0.85,0.0,0.0,0.0,0.08,0.04
8,PB_only,0.027274,0.1,0.25,0.3,0.7,0.7,0.75,0.95,0.0,0.0,0.0,0.06,0.04
8,PB_only,0.027258,0.15,0.25,0.4,0.7,0.7,0.75,0.85,0.0,0.0,0.0,0.1,0.03
8,PB_FED,0.027212,0.1,0.2,0.45,0.7,0.65,0.75,0.9,-0.5,0.0,0.0,0.06,0.05
8,PB_only,0.027187,0.1,0.15,0.45,0.7,0.75,0.8,0.9,0.0,0.0,0.0,0.12,0.03
8,PB_FED,0.027177,0.1,0.15,0.3,0.65,0.7,0.8,0.85,-0.5,0.0,0.0,0.12,0.05
8,PB_only,0.027171,0.1,0.15,0.45,0.7,0.65,0.8,0.85,0.0,0.0,0.0,0.1,0.04
8,PB_FED,0.027167,0.1,0.2,0.45,0.7,0.7,0.8,0.9,0.0,0.0,0.0,0.06,0.03
8,PB_only,0.027159,0.1,0.25,0.4,0.7,0.7,0.75,0.9,0.0,0.0,0.0,0.08,0.03
8,PB_FED,0.027146,0.05,0.15,0.35,0.7,0.7,0.85,0.95,-0.5,0.0,0.0,0.06,0.04
8,PB_only,0.027135,0.1,0.2,0.4,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.12,0.04
8,PB_only,0.02712,0.05,0.15,0.35,0.7,0.65,0.75,0.9,0.0,0.0,0.0,0.1,0.05
8,PB_FED,0.027112,0.15,0.25,0.45,0.7,0.7,0.75,0.85,0.0,0.0,0.0,0.12,0.04
8,PB_only,0.027096,0.15,0.2,0.4,0.7,0.65,0.75,0.9,0.0,0.0,0.0,0.1,0.04
8,PB_only,0.027094,0.15,0.25,0.4,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.12,0.04
8,PB_FED,0.027083,0.1,0.2,0.3,0.65,0.75,0.85,0.9,0.0,0.0,0.0,0.06,0.03
8,PB_only,0.027072,0.1,0.25,0.3,0.7,0.7,0.75,0.85,0.0,0.0,0.0,0.1,0.05
8,PB_only,0.027057,0.05,0.15,0.35,0.7,0.65,0.75,0.95,0.0,0.0,0.0,0.12,0.05
8,PB_only,0.027038,0.15,0.2,0.4,0.7,0.7,0.75,0.95,0.0,0.0,0.0,0.12,0.05
8,PB_only,0.027008,0.05,0.15,0.45,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.08,0.04
8,PB_only,0.026995,0.1,0.2,0.35,0.7,0.65,0.8,0.9,0.0,0.0,0.0,0.06,0.03
8,PB_only,0.026995,0.1,0.2,0.35,0.7,0.65,0.8,0.9,0.0,0.0,0.0,0.1,0.03
8,PB_only,0.026976,0.05,0.15,0.4,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.08,0.03
8,PB_only,0.026961,0.15,0.2,0.4,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.12,0.03
8,PB_FED,0.026955,0.05,0.15,0.3,0.6,0.7,0.75,0.85,0.0,0.0,0.0,0.08,0.04
8,PB_only,0.026943,0.05,0.15,0.45,0.7,0.7,0.75,0.9,0.0,0.0,0.0,0.06,0.04
8,PB_FED,0.026936,0.2,0.25,0.4,0.7,0.65,0.75,0.95,0.0,0.0,0.0,0.06,0.03
8,PB_only,0.026927,0.1,0.15,0.35,0.7,0.7,0.8,0.95,0.0,0.0,0.0,0.12,0.05
8,PB_FED,0.026925,0.05,0.2,0.3,0.7,0.75,0.85,0.95,0.0,0.0,0.0,0.08,0.04
8,PB_only,0.026923,0.05,0.2,0.3,0.7,0.65,0.85,0.9,0.0,0.0,0.0,0.06,0.03
8,PB_FED,0.026905,0.1,0.2,0.3,0.65,0.65,0.8,0.95,0.0,0.0,0.0,0.06,0.03
8,PB_only,0.026888,0.1,0.2,0.35,0.7,0.65,0.85,0.9,0.0,0.0,0.0,0.12,0.03
8,PB_FED,0.026885,0.15,0.3,0.45,0.7,0.7,0.75,0.95,-0.5,0.0,0.0,0.06,0.03
8,PB_FED,0.026856,0.1,0.15,0.35,0.65,0.65,0.8,0.85,-0.5,0.0,0.0,0.08,0.03
8,PB_only,0.026842,0.05,0.2,0.4,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.1,0.04
8,PB_FED,0.026833,0.05,0.2,0.45,0.7,0.7,0.8,0.85,-0.5,0.0,0.0,0.06,0.04
8,PB_FED,0.026832,0.1,0.25,0.3,0.7,0.75,0.85,0.95,-0.5,0.0,0.0,0.1,0.05
6,PB_only,0.026826,0.1,0.15,0.3,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.06,0.03
8,PB_only,0.026822,0.15,0.2,0.35,0.7,0.7,0.85,0.95,0.0,0.0,0.0,0.12,0.03
6,PB_only,0.026819,0.1,0.15,0.3,0.7,0.7,0.75,0.95,0.0,0.0,0.0,0.06,0.05
8,PB_only,0.026803,0.1,0.25,0.35,0.7,0.65,0.8,0.85,0.0,0.0,0.0,0.1,0.04
8,PB_only,0.026791,0.1,0.15,0.3,0.65,0.65,0.8,0.85,0.0,0.0,0.0,0.12,0.04
8,PB_FED,0.026788,0.1,0.3,0.35,0.7,0.75,0.8,0.85,-0.5,0.0,0.0,0.06,0.04
8,PB_FED,0.026776,0.1,0.15,0.3,0.65,0.75,0.85,0.95,0.0,0.0,0.0,0.1,0.04
8,PB_FED,0.026752,0.15,0.3,0.4,0.7,0.7,0.75,0.9,0.0,0.0,0.0,0.1,0.04
8,PB_FED,0.026746,0.1,0.15,0.3,0.6,0.7,0.8,0.85,0.0,0.0,0.0,0.06,0.04
8,PB_only,0.026726,0.05,0.25,0.35,0.7,0.7,0.75,0.85,0.0,0.0,0.0,0.06,0.04
8,PB_FED,0.026711,0.15,0.25,0.3,0.65,0.7,0.8,0.95,0.0,0.0,0.0,0.12,0.03
8,PB_only,0.026709,0.1,0.2,0.35,0.7,0.7,0.85,0.95,0.0,0.0,0.0,0.08,0.03
8,PB_FED,0.026693,0.1,0.25,0.35,0.7,0.65,0.75,0.85,-0.5,0.0,0.0,0.06,0.05
8,PB_only,0.026678,0.05,0.25,0.3,0.7,0.75,0.85,0.9,0.0,0.0,0.0,0.12,0.03
8,PB_only,0.026666,0.1,0.2,0.45,0.7,0.65,0.75,0.9,0.0,0.0,0.0,0.1,0.03
8,PB_FED,0.026653,0.2,0.25,0.4,0.7,0.75,0.8,0.9,-0.5,0.0,0.0,0.12,0.03
8,PB_only,0.026627,0.2,0.25,0.3,0.7,0.7,0.75,0.95,0.0,0.0,0.0,0.08,0.04
8,PB_only,0.026614,0.1,0.25,0.4,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.1,0.03
8,PB_only,0.026608,0.05,0.15,0.3,0.7,0.75,0.85,0.95,0.0,0.0,0.0,0.06,0.04
8,PB_FED,0.026605,0.15,0.25,0.35,0.7,0.65,0.8,0.95,-0.5,0.0,0.0,0.08,0.03
8,PB_FED,0.02659,0.05,0.2,0.3,0.65,0.75,0.8,0.85,-0.5,0.0,0.0,0.12,0.03
8,PB_only,0.026556,0.1,0.15,0.35,0.7,0.75,0.8,0.85,0.0,0.0,0.0,0.08,0.05
8,PB_only,0.026553,0.05,0.2,0.35,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.1,0.03
8,PB_only,0.026523,0.15,0.25,0.4,0.7,0.65,0.8,0.85,0.0,0.0,0.0,0.1,0.04
8,PB_FED,0.02652,0.15,0.25,0.3,0.65,0.7,0.75,0.95,-0.5,0.0,0.0,0.1,0.04
8,PB_FED,0.026519,0.15,0.2,0.4,0.7,0.75,0.85,0.95,0.0,0.0,0.0,0.06,0.05
8,PB_only,0.026514,0.1,0.2,0.35,0.7,0.75,0.85,0.9,0.0,0.0,0.0,0.1,0.04
8,PB_only,0.02651,0.1,0.15,0.4,0.7,0.75,0.8,0.95,0.0,0.0,0.0,0.1,0.04
8,PB_only,0.026492,0.1,0.15,0.35,0.7,0.75,0.85,0.95,0.0,0.0,0.0,0.06,0.05
8,PB_FED,0.026484,0.1,0.25,0.35,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.06,0.05
8,PB_FED,0.026481,0.1,0.2,0.3,0.65,0.75,0.8,0.9,0.0,0.0,0.0,0.12,0.05
8,PB_FED,0.026463,0.05,0.15,0.35,0.7,0.65,0.8,0.95,-0.5,0.0,0.0,0.12,0.04
8,PB_only,0.026455,0.05,0.2,0.3,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.08,0.05
8,PB_FED,0.026445,0.05,0.15,0.3,0.65,0.65,0.8,0.85,0.0,0.0,0.0,0.08,0.05
8,PB_FED,0.02644,0.1,0.2,0.35,0.7,0.65,0.85,0.95,0.0,0.0,0.0,0.08,0.05
8,PB_FED,0.02643,0.1,0.15,0.45,0.7,0.65,0.85,0.9,-0.5,0.0,0.0,0.12,0.05
8,PB_FED,0.026416,0.1,0.25,0.45,0.7,0.65,0.75,0.9,0.0,0.0,0.0,0.1,0.05
8,PB_FED,0.026416,0.1,0.25,0.3,0.65,0.65,0.8,0.85,-0.5,0.0,0.0,0.08,0.04
8,PB_FED,0.026402,0.15,0.25,0.35,0.7,0.65,0.85,0.9,-0.5,0.0,0.0,0.08,0.04
8,PB_FED,0.026388,0.1,0.2,0.3,0.65,0.75,0.85,0.95,-0.5,0.0,0.0,0.06,0.03
8,PB_only,0.026379,0.1,0.15,0.4,0.7,0.75,0.85,0.9,0.0,0.0,0.0,0.06,0.05
8,PB_only,0.026372,0.1,0.2,0.35,0.7,0.75,0.8,0.9,0.0,0.0,0.0,0.1,0.05
8,PB_FED,0.026369,0.15,0.25,0.4,0.65,0.7,0.75,0.9,0.0,0.0,0.0,0.06,0.04
8,PB_FED,0.026356,0.05,0.15,0.35,0.6,0.65,0.75,0.9,0.0,0.0,0.0,0.06,0.04
8,PB_FED,0.026352,0.05,0.15,0.3,0.65,0.65,0.85,0.95,0.0,0.0,0.0,0.06,0.03
8,PB_only,0.026339,0.1,0.25,0.3,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.08,0.05
8,PB_FED,0.026334,0.05,0.25,0.4,0.7,0.75,0.8,0.95,0.0,0.0,0.0,0.1,0.03
8,PB_FED,0.026303,0.1,0.25,0.45,0.7,0.7,0.8,0.9,0.0,0.0,0.0,0.12,0.03
8,PB_FED,0.0263,0.1,0.25,0.3,0.65,0.65,0.75,0.9,-0.5,0.0,0.0,0.12,0.05
8,PB_only,0.026291,0.05,0.2,0.35,0.7,0.65,0.8,0.9,0.0,0.0,0.0,0.12,0.03
8,PB_FED,0.026283,0.05,0.15,0.35,0.6,0.7,0.75,0.9,0.0,0.0,0.0,0.06,0.04
8,PB_FED,0.026243,0.1,0.15,0.35,0.65,0.7,0.8,0.95,-0.5,0.0,0.0,0.08,0.04
8,PB_FED,0.026236,0.1,0.25,0.4,0.65,0.7,0.75,0.9,0.0,0.0,0.0,0.06,0.04
8,PB_only,0.026235,0.1,0.2,0.45,0.7,0.7,0.75,0.95,0.0,0.0,0.0,0.08,0.04
8,PB_only,0.02623,0.05,0.15,0.4,0.7,0.7,0.85,0.9,0.0,0.0,0.0,0.12,0.04
8,PB_only,0.026219,0.15,0.3,0.35,0.7,0.7,0.75,0.9,0.0,0.0,0.0,0.12,0.04
8,PB_FED,0.026213,0.2,0.3,0.35,0.7,0.75,0.8,0.85,-0.5,0.0,0.0,0.08,0.03
8,PB_only,0.026209,0.15,0.2,0.4,0.7,0.75,0.85,0.9,0.0,0.0,0.0,0.08,0.04
8,PB_FED,0.026199,0.2,0.25,0.35,0.65,0.65,0.75,0.9,0.0,0.0,0.0,0.12,0.04
6,PB_only,0.026196,0.1,0.15,0.3,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.06,0.04
8,PE_FED,0.026192,0.1,0.15,0.3,0.7,0.65,0.75,0.95,0.0,0.0,0.0,0.1,0.03
8,PB_FED,0.026192,0.15,0.25,0.4,0.65,0.65,0.75,0.85,0.0,0.0,0.0,0.08,0.03
6,PB_only,0.026183,0.1,0.15,0.4,0.7,0.7,0.75,0.9,0.0,0.0,0.0,0.08,0.03
8,PB_only,0.02618,0.1,0.15,0.3,0.65,0.7,0.75,0.95,0.0,0.0,0.0,0.12,0.05
8,PB_only,0.026164,0.15,0.2,0.3,0.7,0.65,0.85,0.9,0.0,0.0,0.0,0.12,0.05
6,PB_only,0.026163,0.05,0.15,0.3,0.7,0.65,0.75,0.9,0.0,0.0,0.0,0.08,0.04
8,PB_only,0.026134,0.1,0.3,0.35,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.1,0.04
8,PB_FED,0.026134,0.15,0.3,0.45,0.7,0.7,0.75,0.85,-0.5,0.0,0.0,0.12,0.03
8,PB_FED,0.026126,0.1,0.25,0.3,0.65,0.65,0.85,0.9,0.0,0.0,0.0,0.06,0.03
8,PB_FED,0.026115,0.05,0.15,0.4,0.65,0.65,0.75,0.95,0.0,0.0,0.0,0.08,0.04
8,PB_FED,0.026107,0.05,0.2,0.35,0.7,0.7,0.85,0.95,-0.5,0.0,0.0,0.12,0.05
8,PB_only,0.026102,0.05,0.15,0.4,0.7,0.7,0.8,0.9,0.0,0.0,0.0,0.08,0.05
8,PB_FED,0.026102,0.1,0.15,0.4,0.65,0.7,0.8,0.95,0.0,0.0,0.0,0.1,0.05
6,PB_only,0.026101,0.1,0.15,0.35,0.7,0.7,0.75,0.85,0.0,0.0,0.0,0.08,0.03
8,PB_only,0.026095,0.2,0.25,0.4,0.7,0.65,0.75,0.9,0.0,0.0,0.0,0.08,0.03
8,PB_only,0.026088,0.05,0.2,0.45,0.7,0.7,0.75,0.9,0.0,0.0,0.0,0.1,0.04
8,PB_FED,0.026084,0.2,0.25,0.45,0.7,0.7,0.8,0.95,-0.5,0.0,0.0,0.12,0.03
8,PB_FED,0.026082,0.2,0.25,0.4,0.65,0.65,0.75,0.9,0.0,0.0,0.0,0.1,0.03
6,PB_only,0.026079,0.15,0.2,0.3,0.7,0.65,0.75,0.9,0.0,0.0,0.0,0.12,0.03
8,PB_only,0.026067,0.1,0.25,0.35,0.7,0.65,0.75,0.95,0.0,0.0,0.0,0.08,0.05
8,PB_only,0.026049,0.15,0.2,0.3,0.7,0.65,0.85,0.95,0.0,0.0,0.0,0.06,0.03
8,PB_only,0.026036,0.2,0.25,0.4,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.12,0.03
8,PB_only,0.026012,0.15,0.2,0.45,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.08,0.05
8,PB_FED,0.026004,0.15,0.2,0.4,0.7,0.65,0.8,0.95,-0.5,0.0,0.0,0.1,0.04
8,PB_FED,0.025997,0.15,0.25,0.35,0.7,0.65,0.85,0.9,0.0,0.0,0.0,0.12,0.04
8,PB_only,0.025982,0.05,0.15,0.45,0.7,0.65,0.8,0.9,0.0,0.0,0.0,0.12,0.03
8,PB_only,0.02598,0.05,0.2,0.35,0.7,0.7,0.85,0.95,0.0,0.0,0.0,0.1,0.03
8,PB_FED,0.02596,0.15,0.2,0.3,0.65,0.75,0.8,0.9,-0.5,0.0,0.0,0.12,0.05
8,PB_FED,0.02594,0.15,0.25,0.4,0.7,0.75,0.85,0.95,-0.5,0.0,0.0,0.08,0.04
8,PB_FED,0.025935,0.1,0.2,0.4,0.7,0.65,0.8,0.95,-0.5,0.0,0.0,0.1,0.04
8,PB_FED,0.02593,0.1,0.2,0.3,0.6,0.65,0.8,0.9,0.0,0.0,0.0,0.1,0.03
8,PB_only,0.025927,0.15,0.2,0.45,0.7,0.65,0.85,0.9,0.0,0.0,0.0,0.06,0.03
8,PB_FED,0.025922,0.15,0.25,0.4,0.7,0.65,0.8,0.95,-0.5,0.0,0.0,0.1,0.05
6,PB_only,0.025909,0.1,0.15,0.35,0.7,0.7,0.75,0.9,0.0,0.0,0.0,0.08,0.05
8,PB_FED,0.02588,0.1,0.25,0.4,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.08,0.05
8,PB_FED,0.025876,0.05,0.25,0.4,0.7,0.75,0.85,0.95,-0.5,0.0,0.0,0.06,0.03
8,PB_FED,0.025862,0.1,0.25,0.35,0.65,0.65,0.8,0.9,0.0,0.0,0.0,0.08,0.03
8,PB_only,0.025854,0.15,0.2,0.4,0.7,0.65,0.8,0.85,0.0,0.0,0.0,0.06,0.05
8,PB_only,0.025841,0.2,0.3,0.35,0.7,0.7,0.75,0.85,0.0,0.0,0.0,0.06,0.03
8,PB_only,0.025841,0.2,0.3,0.35,0.7,0.7,0.75,0.85,0.0,0.0,0.0,0.12,0.03
8,PB_only,0.025823,0.05,0.15,0.35,0.7,0.75,0.85,0.95,0.0,0.0,0.0,0.12,0.05
8,PB_only,0.025811,0.1,0.15,0.4,0.65,0.65,0.75,0.85,0.0,0.0,0.0,0.06,0.04
8,PB_only,0.0258,0.15,0.2,0.35,0.7,0.75,0.8,0.85,0.0,0.0,0.0,0.1,0.05
8,PB_FED,0.0258,0.05,0.2,0.3,0.65,0.65,0.8,0.85,-0.5,0.0,0.0,0.1,0.03
8,PB_only,0.025792,0.1,0.15,0.3,0.65,0.7,0.8,0.95,0.0,0.0,0.0,0.12,0.03
8,PB_only,0.025778,0.15,0.25,0.3,0.7,0.65,0.8,0.95,0.0,0.0,0.0,0.1,0.03
8,PB_FED,0.025772,0.05,0.25,0.45,0.7,0.7,0.75,0.9,0.0,0.0,0.0,0.06,0.05
