window,feature,strategy_score,pe_buy_floor,pe_buy_low,pe_buy_mid,pe_buy_high,pe_sell_warn,pe_sell_heavy,pe_sell_extreme,fed_buy_threshold,pb_veto_threshold,pb_confirm_threshold,drawdown_standard,drawdown_tight
8,PB_only,0.005113,0.1,0.2,0.3,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.1,0.03
8,PB_only,0.005111,0.1,0.15,0.3,0.7,0.75,0.85,0.95,0.0,0.0,0.0,0.1,0.03
8,PB_only,0.005099,0.1,0.25,0.3,0.7,0.7,0.75,0.85,0.0,0.0,0.0,0.08,0.03
8,PB_FED,0.005071,0.15,0.2,0.3,0.7,0.7,0.8,0.95,0.0,0.0,0.0,0.08,0.04
8,PB_FED,0.005037,0.1,0.2,0.3,0.65,0.7,0.75,0.9,0.0,0.0,0.0,0.08,0.04
8,PB_FED,0.005003,0.05,0.2,0.3,0.7,0.75,0.8,0.9,0.0,0.0,0.0,0.1,0.04
8,PB_FED,0.004949,0.05,0.2,0.35,0.7,0.65,0.75,0.9,0.0,0.0,0.0,0.1,0.04
8,PB_only,0.004935,0.1,0.15,0.4,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.06,0.04
8,PB_only,0.004878,0.15,0.2,0.3,0.7,0.7,0.75,0.85,0.0,0.0,0.0,0.12,0.05
8,PB_only,0.004867,0.1,0.15,0.4,0.7,0.7,0.85,0.9,0.0,0.0,0.0,0.08,0.03
8,PB_only,0.004867,0.1,0.15,0.4,0.7,0.7,0.85,0.9,0.0,0.0,0.0,0.1,0.03
8,PB_only,0.00486,0.1,0.25,0.3,0.7,0.7,0.75,0.85,0.0,0.0,0.0,0.06,0.04
8,PB_only,0.004852,0.1,0.15,0.35,0.7,0.65,0.85,0.9,0.0,0.0,0.0,0.06,0.03
8,PB_only,0.004851,0.05,0.2,0.3,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.08,0.04
8,PB_only,0.004797,0.15,0.25,0.3,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.12,0.03
8,PB_FED,0.004797,0.05,0.2,0.3,0.7,0.65,0.8,0.9,0.0,0.0,0.0,0.06,0.04
8,PB_only,0.004759,0.15,0.25,0.3,0.7,0.7,0.75,0.95,0.0,0.0,0.0,0.1,0.03
8,PB_FED,0.004729,0.1,0.2,0.4,0.7,0.65,0.8,0.85,0.0,0.0,0.0,0.12,0.04
8,PB_FED,0.004711,0.05,0.25,0.3,0.7,0.7,0.8,0.9,-0.5,0.0,0.0,0.06,0.03
8,PB_only,0.0047,0.1,0.15,0.3,0.7,0.65,0.85,0.9,0.0,0.0,0.0,0.06,0.04
8,PB_FED,0.004665,0.15,0.2,0.4,0.7,0.7,0.75,0.85,0.0,0.0,0.0,0.06,0.05
8,PB_FED,0.004642,0.05,0.25,0.3,0.7,0.7,0.75,0.9,-0.5,0.0,0.0,0.08,0.05
8,PB_only,0.004634,0.05,0.2,0.35,0.7,0.75,0.8,0.85,0.0,0.0,0.0,0.12,0.03
8,PB_only,0.004601,0.1,0.25,0.3,0.7,0.7,0.75,0.9,0.0,0.0,0.0,0.1,0.04
8,PB_FED,0.0046,0.1,0.25,0.35,0.7,0.75,0.85,0.9,-0.5,0.0,0.0,0.12,0.03
8,PB_FED,0.004584,0.05,0.25,0.3,0.7,0.7,0.75,0.95,-0.5,0.0,0.0,0.06,0.05
8,PB_only,0.004577,0.15,0.2,0.3,0.7,0.75,0.8,0.95,0.0,0.0,0.0,0.08,0.03
8,PB_FED,0.004566,0.1,0.25,0.35,0.7,0.7,0.75,0.95,0.0,0.0,0.0,0.1,0.05
8,PB_FED,0.004552,0.1,0.15,0.3,0.65,0.7,0.8,0.85,-0.5,0.0,0.0,0.12,0.05
8,PB_only,0.004524,0.05,0.15,0.4,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.08,0.03
8,PB_FED,0.004523,0.1,0.15,0.3,0.65,0.75,0.8,0.9,0.0,0.0,0.0,0.08,0.05
8,PB_only,0.004517,0.15,0.25,0.35,0.7,0.7,0.75,0.9,0.0,0.0,0.0,0.1,0.03
8,PB_only,0.004513,0.15,0.2,0.35,0.7,0.75,0.85,0.9,0.0,0.0,0.0,0.06,0.03
8,PB_only,0.00449,0.15,0.25,0.3,0.7,0.7,0.85,0.9,0.0,0.0,0.0,0.1,0.03
8,PB_only,0.004421,0.1,0.15,0.4,0.7,0.65,0.85,0.9,0.0,0.0,0.0,0.12,0.03
8,PB_FED,0.004407,0.05,0.2,0.45,0.7,0.7,0.75,0.9,-0.5,0.0,0.0,0.08,0.03
8,PB_FED,0.004392,0.05,0.2,0.35,0.7,0.65,0.75,0.95,-0.5,0.0,0.0,0.12,0.05
8,PB_FED,0.004386,0.1,0.15,0.3,0.65,0.65,0.8,0.95,-0.5,0.0,0.0,0.1,0.03
8,PB_only,0.004375,0.1,0.2,0.35,0.7,0.75,0.85,0.9,0.0,0.0,0.0,0.08,0.03
8,PB_FED,0.004338,0.1,0.15,0.35,0.65,0.65,0.8,0.85,-0.5,0.0,0.0,0.08,0.03
8,PB_only,0.004326,0.1,0.15,0.45,0.7,0.75,0.8,0.9,0.0,0.0,0.0,0.12,0.03
8,PB_only,0.004312,0.15,0.25,0.35,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.1,0.04
8,PB_FED,0.004311,0.15,0.2,0.3,0.65,0.65,0.8,0.85,-0.5,0.0,0.0,0.12,0.04
8,PB_only,0.004295,0.05,0.15,0.35,0.7,0.65,0.75,0.9,0.0,0.0,0.0,0.1,0.05
8,PB_FED,0.004292,0.15,0.25,0.4,0.7,0.75,0.8,0.85,0.0,0.0,0.0,0.08,0.04
8,PB_only,0.004291,0.05,0.2,0.3,0.7,0.65,0.85,0.9,0.0,0.0,0.0,0.06,0.03
8,PB_only,0.004291,0.05,0.15,0.45,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.08,0.04
8,PB_FED,0.004275,0.05,0.15,0.35,0.7,0.7,0.85,0.95,-0.5,0.0,0.0,0.06,0.04
8,PB_FED,0.004214,0.1,0.2,0.45,0.7,0.7,0.8,0.9,0.0,0.0,0.0,0.06,0.03
8,PB_only,0.004213,0.15,0.25,0.4,0.7,0.7,0.75,0.85,0.0,0.0,0.0,0.1,0.03
8,PB_only,0.004204,0.1,0.15,0.45,0.7,0.65,0.8,0.85,0.0,0.0,0.0,0.1,0.04
8,PB_FED,0.004202,0.1,0.2,0.45,0.7,0.65,0.75,0.9,-0.5,0.0,0.0,0.06,0.05
8,PB_only,0.004171,0.15,0.2,0.4,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.12,0.03
8,PB_only,0.004144,0.1,0.25,0.35,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.1,0.04
8,PB_FED,0.004133,0.1,0.2,0.3,0.65,0.75,0.85,0.9,0.0,0.0,0.0,0.06,0.03
8,PB_only,0.004117,0.05,0.15,0.45,0.7,0.7,0.75,0.9,0.0,0.0,0.0,0.06,0.04
8,PB_only,0.004058,0.1,0.25,0.3,0.7,0.7,0.75,0.85,0.0,0.0,0.0,0.1,0.05
8,PB_FED,0.004058,0.15,0.25,0.45,0.7,0.7,0.75,0.85,0.0,0.0,0.0,0.12,0.04
8,PB_only,0.004048,0.05,0.15,0.35,0.7,0.65,0.75,0.95,0.0,0.0,0.0,0.12,0.05
8,PB_FED,0.004039,0.05,0.2,0.45,0.7,0.7,0.8,0.85,-0.5,0.0,0.0,0.06,0.04
8,PB_FED,0.004036,0.15,0.3,0.35,0.7,0.7,0.75,0.95,0.0,0.0,0.0,0.12,0.03
8,PB_only,0.00403,0.05,0.2,0.35,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.1,0.03
8,PB_only,0.004022,0.1,0.2,0.35,0.7,0.65,0.8,0.9,0.0,0.0,0.0,0.06,0.03
8,PB_only,0.004022,0.1,0.2,0.35,0.7,0.65,0.8,0.9,0.0,0.0,0.0,0.1,0.03
8,PB_only,0.004014,0.1,0.2,0.4,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.12,0.04
8,PB_only,0.003994,0.05,0.2,0.4,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.1,0.04
8,PB_only,0.003982,0.05,0.25,0.3,0.7,0.75,0.85,0.9,0.0,0.0,0.0,0.12,0.03
8,PB_only,0.003976,0.1,0.25,0.4,0.7,0.7,0.75,0.9,0.0,0.0,0.0,0.08,0.03
8,PB_FED,0.003971,0.1,0.25,0.35,0.7,0.65,0.75,0.85,-0.5,0.0,0.0,0.06,0.05
8,PB_FED,0.003941,0.05,0.15,0.3,0.6,0.7,0.75,0.85,0.0,0.0,0.0,0.08,0.04
8,PB_FED,0.003941,0.05,0.15,0.3,0.65,0.65,0.8,0.85,0.0,0.0,0.0,0.08,0.05
8,PB_only,0.003936,0.15,0.25,0.4,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.12,0.04
8,PB_only,0.003931,0.15,0.2,0.4,0.7,0.65,0.75,0.9,0.0,0.0,0.0,0.1,0.04
8,PB_only,0.00392,0.1,0.2,0.35,0.7,0.65,0.85,0.9,0.0,0.0,0.0,0.12,0.03
8,PB_only,0.003913,0.05,0.15,0.3,0.7,0.75,0.85,0.95,0.0,0.0,0.0,0.06,0.04
8,PB_FED,0.00391,0.05,0.2,0.3,0.65,0.75,0.8,0.85,-0.5,0.0,0.0,0.12,0.03
8,PB_FED,0.003907,0.1,0.15,0.45,0.7,0.65,0.85,0.9,-0.5,0.0,0.0,0.12,0.05
8,PB_only,0.0039,0.1,0.15,0.35,0.7,0.75,0.8,0.85,0.0,0.0,0.0,0.08,0.05
8,PB_only,0.003897,0.05,0.2,0.3,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.08,0.05
8,PB_only,0.003894,0.1,0.25,0.3,0.7,0.7,0.75,0.95,0.0,0.0,0.0,0.06,0.04
8,PB_only,0.003871,0.1,0.15,0.35,0.7,0.7,0.8,0.95,0.0,0.0,0.0,0.12,0.05
8,PB_FED,0.003837,0.05,0.15,0.35,0.7,0.65,0.8,0.95,-0.5,0.0,0.0,0.12,0.04
8,PB_only,0.003814,0.05,0.25,0.35,0.7,0.7,0.75,0.85,0.0,0.0,0.0,0.06,0.04
8,PB_FED,0.003813,0.05,0.2,0.3,0.7,0.75,0.85,0.95,0.0,0.0,0.0,0.08,0.04
8,PB_only,0.003808,0.1,0.15,0.3,0.65,0.65,0.8,0.85,0.0,0.0,0.0,0.12,0.04
8,PB_FED,0.003807,0.1,0.15,0.3,0.6,0.7,0.8,0.85,0.0,0.0,0.0,0.06,0.04
8,PB_FED,0.003806,0.1,0.25,0.3,0.7,0.75,0.85,0.95,-0.5,0.0,0.0,0.1,0.05
8,PB_FED,0.003703,0.2,0.25,0.3,0.65,0.7,0.75,0.95,0.0,0.0,0.0,0.08,0.03
8,PB_only,0.003687,0.15,0.2,0.4,0.7,0.7,0.75,0.95,0.0,0.0,0.0,0.12,0.05
8,PB_FED,0.003674,0.1,0.25,0.35,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.06,0.05
8,PB_only,0.003665,0.1,0.25,0.35,0.7,0.65,0.8,0.85,0.0,0.0,0.0,0.1,0.04
8,PB_FED,0.003661,0.1,0.3,0.35,0.7,0.75,0.8,0.85,-0.5,0.0,0.0,0.06,0.04
8,PB_FED,0.003656,0.1,0.15,0.3,0.65,0.75,0.85,0.95,0.0,0.0,0.0,0.1,0.04
8,PB_FED,0.003649,0.1,0.2,0.3,0.65,0.65,0.8,0.95,0.0,0.0,0.0,0.06,0.03
8,PB_only,0.003638,0.05,0.2,0.35,0.7,0.65,0.8,0.9,0.0,0.0,0.0,0.12,0.03
8,PB_only,0.003632,0.05,0.15,0.4,0.7,0.7,0.85,0.9,0.0,0.0,0.0,0.12,0.04
8,PB_only,0.003629,0.1,0.2,0.45,0.7,0.65,0.75,0.9,0.0,0.0,0.0,0.1,0.03
8,PB_FED,0.003615,0.2,0.25,0.4,0.7,0.75,0.8,0.9,-0.5,0.0,0.0,0.12,0.03
8,PB_only,0.003606,0.1,0.25,0.4,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.1,0.03
8,PB_only,0.003603,0.15,0.2,0.35,0.7,0.7,0.85,0.95,0.0,0.0,0.0,0.12,0.03
8,PB_only,0.003554,0.1,0.15,0.4,0.7,0.75,0.85,0.9,0.0,0.0,0.0,0.06,0.05
8,PB_FED,0.003543,0.15,0.25,0.35,0.7,0.65,0.8,0.95,-0.5,0.0,0.0,0.08,0.03
8,PB_FED,0.003528,0.1,0.2,0.3,0.65,0.75,0.8,0.9,0.0,0.0,0.0,0.12,0.05
8,PB_only,0.003518,0.1,0.2,0.35,0.7,0.75,0.85,0.9,0.0,0.0,0.0,0.1,0.04
8,PB_only,0.003513,0.05,0.15,0.4,0.7,0.7,0.8,0.9,0.0,0.0,0.0,0.08,0.05
8,PB_only,0.003503,0.1,0.15,0.4,0.7,0.75,0.8,0.95,0.0,0.0,0.0,0.1,0.04
8,PB_FED,0.003499,0.1,0.25,0.3,0.65,0.65,0.8,0.85,-0.5,0.0,0.0,0.08,0.04
8,PB_only,0.003495,0.05,0.15,0.45,0.7,0.65,0.8,0.9,0.0,0.0,0.0,0.12,0.03
8,PB_FED,0.00349,0.15,0.25,0.35,0.7,0.65,0.85,0.9,-0.5,0.0,0.0,0.08,0.04
8,PB_only,0.003472,0.1,0.2,0.35,0.7,0.7,0.85,0.95,0.0,0.0,0.0,0.08,0.03
8,PB_only,0.003468,0.1,0.15,0.35,0.7,0.75,0.85,0.95,0.0,0.0,0.0,0.06,0.05
8,PB_only,0.003459,0.1,0.25,0.3,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.08,0.05
8,PB_only,0.003444,0.15,0.25,0.4,0.7,0.65,0.8,0.85,0.0,0.0,0.0,0.1,0.04
8,PB_FED,0.003428,0.05,0.15,0.3,0.65,0.65,0.85,0.95,0.0,0.0,0.0,0.06,0.03
8,PB_FED,0.003401,0.2,0.25,0.4,0.7,0.65,0.75,0.95,0.0,0.0,0.0,0.06,0.03
8,PB_only,0.00339,0.1,0.2,0.35,0.7,0.75,0.8,0.9,0.0,0.0,0.0,0.1,0.05
8,PB_FED,0.003364,0.1,0.25,0.45,0.7,0.7,0.8,0.9,0.0,0.0,0.0,0.12,0.03
8,PB_FED,0.003349,0.05,0.2,0.3,0.65,0.65,0.8,0.85,-0.5,0.0,0.0,0.1,0.03
8,PB_only,0.003348,0.15,0.2,0.3,0.7,0.65,0.85,0.9,0.0,0.0,0.0,0.12,0.05
8,PB_only,0.003336,0.05,0.2,0.3,0.7,0.75,0.8,0.85,0.0,0.0,0.0,0.1,0.05
8,PB_FED,0.003334,0.15,0.2,0.4,0.7,0.75,0.85,0.95,0.0,0.0,0.0,0.06,0.05
8,PB_only,0.003315,0.05,0.15,0.3,0.65,0.65,0.8,0.85,0.0,0.0,0.0,0.08,0.03
8,PB_FED,0.003283,0.15,0.25,0.3,0.65,0.7,0.8,0.95,0.0,0.0,0.0,0.12,0.03
8,PB_only,0.00328,0.15,0.2,0.4,0.7,0.75,0.85,0.9,0.0,0.0,0.0,0.08,0.04
8,PB_FED,0.003267,0.1,0.2,0.35,0.7,0.65,0.85,0.95,0.0,0.0,0.0,0.08,0.05
8,PB_FED,0.003263,0.15,0.25,0.4,0.65,0.65,0.75,0.85,0.0,0.0,0.0,0.08,0.03
8,PB_FED,0.003259,0.1,0.2,0.3,0.65,0.75,0.85,0.95,-0.5,0.0,0.0,0.06,0.03
8,PB_FED,0.003255,0.1,0.15,0.35,0.65,0.7,0.8,0.95,-0.5,0.0,0.0,0.08,0.04
8,PB_FED,0.003254,0.1,0.25,0.3,0.65,0.65,0.75,0.9,-0.5,0.0,0.0,0.12,0.05
8,PB_only,0.003242,0.2,0.25,0.3,0.7,0.7,0.75,0.95,0.0,0.0,0.0,0.08,0.04
8,PB_FED,0.00324,0.1,0.25,0.45,0.7,0.65,0.75,0.9,0.0,0.0,0.0,0.1,0.05
8,PB_FED,0.003233,0.15,0.3,0.4,0.7,0.7,0.75,0.9,0.0,0.0,0.0,0.1,0.04
8,PB_only,0.003226,0.05,0.2,0.45,0.7,0.7,0.75,0.9,0.0,0.0,0.0,0.1,0.04
8,PB_FED,0.003202,0.15,0.3,0.45,0.7,0.7,0.75,0.95,-0.5,0.0,0.0,0.06,0.03
8,PB_FED,0.003194,0.1,0.25,0.3,0.65,0.65,0.85,0.9,0.0,0.0,0.0,0.06,0.03
8,PB_FED,0.00318,0.05,0.2,0.35,0.7,0.7,0.85,0.95,-0.5,0.0,0.0,0.12,0.05
8,PB_only,0.003179,0.05,0.15,0.4,0.7,0.65,0.85,0.9,0.0,0.0,0.0,0.1,0.04
8,PB_FED,0.003175,0.1,0.2,0.4,0.7,0.65,0.8,0.95,-0.5,0.0,0.0,0.1,0.04
8,PB_only,0.003172,0.15,0.2,0.45,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.08,0.05
8,PB_FED,0.003156,0.1,0.25,0.4,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.08,0.05
8,PB_only,0.003154,0.15,0.2,0.3,0.7,0.65,0.85,0.95,0.0,0.0,0.0,0.06,0.03
8,PB_FED,0.003143,0.15,0.2,0.4,0.7,0.65,0.8,0.95,-0.5,0.0,0.0,0.1,0.04
8,PB_FED,0.003132,0.15,0.3,0.45,0.7,0.7,0.75,0.85,-0.5,0.0,0.0,0.12,0.03
8,PB_only,0.003127,0.15,0.2,0.35,0.7,0.75,0.8,0.85,0.0,0.0,0.0,0.1,0.05
8,PB_FED,0.003117,0.2,0.3,0.35,0.7,0.75,0.8,0.85,-0.5,0.0,0.0,0.08,0.03
8,PB_FED,0.003116,0.15,0.25,0.35,0.7,0.65,0.85,0.9,0.0,0.0,0.0,0.12,0.04
8,PB_only,0.003113,0.15,0.2,0.45,0.7,0.65,0.85,0.9,0.0,0.0,0.0,0.06,0.03
8,PB_only,0.003109,0.05,0.15,0.35,0.7,0.75,0.85,0.95,0.0,0.0,0.0,0.12,0.05
8,PB_only,0.003096,0.05,0.2,0.4,0.7,0.65,0.85,0.9,0.0,0.0,0.0,0.06,0.03
8,PB_only,0.003096,0.05,0.2,0.4,0.7,0.65,0.85,0.9,0.0,0.0,0.0,0.12,0.03
8,PB_FED,0.003088,0.15,0.2,0.3,0.65,0.75,0.8,0.9,-0.5,0.0,0.0,0.12,0.05
8,PB_only,0.003075,0.15,0.2,0.4,0.7,0.65,0.8,0.85,0.0,0.0,0.0,0.06,0.05
8,PB_FED,0.003072,0.15,0.25,0.3,0.65,0.7,0.75,0.95,-0.5,0.0,0.0,0.1,0.04
8,PB_only,0.003054,0.05,0.2,0.35,0.7,0.7,0.85,0.95,0.0,0.0,0.0,0.1,0.03
8,PB_only,0.003028,0.2,0.25,0.4,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.12,0.03
8,PB_FED,0.003023,0.05,0.15,0.35,0.6,0.65,0.75,0.9,0.0,0.0,0.0,0.06,0.04
8,PB_FED,0.003017,0.05,0.25,0.4,0.7,0.75,0.8,0.95,0.0,0.0,0.0,0.1,0.03
8,PB_only,0.002998,0.1,0.15,0.3,0.65,0.7,0.75,0.95,0.0,0.0,0.0,0.12,0.05
8,PB_FED,0.002993,0.15,0.25,0.4,0.65,0.7,0.75,0.9,0.0,0.0,0.0,0.06,0.04
8,PB_only,0.002983,0.05,0.15,0.35,0.65,0.7,0.75,0.85,0.0,0.0,0.0,0.1,0.04
8,PB_only,0.00298,0.05,0.2,0.35,0.7,0.65,0.8,0.85,0.0,0.0,0.0,0.06,0.05
8,PB_FED,0.002972,0.05,0.15,0.35,0.6,0.7,0.75,0.9,0.0,0.0,0.0,0.06,0.04
8,PB_only,0.002966,0.1,0.2,0.45,0.7,0.7,0.75,0.95,0.0,0.0,0.0,0.08,0.04
8,PB_only,0.002966,0.2,0.25,0.4,0.7,0.65,0.75,0.9,0.0,0.0,0.0,0.08,0.03
8,PB_FED,0.002958,0.05,0.15,0.4,0.65,0.65,0.75,0.95,0.0,0.0,0.0,0.08,0.04
8,PB_FED,0.002956,0.05,0.15,0.3,0.6,0.7,0.75,0.85,0.0,0.0,0.0,0.1,0.05
8,PB_only,0.002954,0.05,0.25,0.4,0.7,0.7,0.8,0.9,0.0,0.0,0.0,0.1,0.03
8,PB_FED,0.002949,0.1,0.15,0.4,0.65,0.7,0.8,0.95,0.0,0.0,0.0,0.1,0.05
8,PB_FED,0.002918,0.15,0.2,0.3,0.65,0.75,0.85,0.9,0.0,0.0,0.0,0.06,0.05
8,PB_FED,0.002878,0.15,0.25,0.35,0.65,0.75,0.8,0.85,-0.5,0.0,0.0,0.06,0.03
8,PB_FED,0.002877,0.15,0.25,0.3,0.7,0.65,0.85,0.95,-0.5,0.0,0.0,0.1,0.04
8,PB_FED,0.002875,0.15,0.25,0.35,0.7,0.75,0.8,0.85,0.0,0.0,0.0,0.12,0.05
8,PB_only,0.002869,0.05,0.2,0.3,0.7,0.75,0.85,0.95,0.0,0.0,0.0,0.1,0.05
8,PB_only,0.002857,0.15,0.3,0.35,0.7,0.7,0.75,0.9,0.0,0.0,0.0,0.12,0.04
6,PB_only,0.002849,0.1,0.15,0.3,0.7,0.65,0.75,0.85,0.0,0.0,0.0,0.06,0.03
8,PB_FED,0.002849,0.1,0.2,0.3,0.6,0.65,0.8,0.9,0.0,0.0,0.0,0.1,0.03
8,PB_FED,0.002846,0.15,0.25,0.4,0.7,0.65,0.8,0.95,-0.5,0.0,0.0,0.1,0.05
8,PB_only,0.002844,0.15,0.25,0.3,0.7,0.65,0.8,0.95,0.0,0.0,0.0,0.1,0.03
8,PB_FED,0.002844,0.1,0.25,0.4,0.65,0.7,0.75,0.9,0.0,0.0,0.0,0.06,0.04
8,PB_FED,0.002842,0.15,0.25,0.4,0.7,0.75,0.85,0.95,-0.5,0.0,0.0,0.08,0.04
8,PB_FED,0.002832,0.05,0.25,0.4,0.7,0.75,0.85,0.95,-0.5,0.0,0.0,0.06,0.03
8,PB_only,0.002827,0.1,0.15,0.4,0.65,0.65,0.75,0.85,0.0,0.0,0.0,0.06,0.04
8,PB_only,0.002823,0.1,0.3,0.35,0.7,0.7,0.8,0.85,0.0,0.0,0.0,0.1,0.04
8,PB_FED,0.002818,0.1,0.25,0.35,0.65,0.65,0.8,0.9,0.0,0.0,0.0,0.08,0.03
8,PB_only,0.002793,0.05,0.2,0.3,0.65,0.65,0.75,0.85,0.0,0.0,0.0,0.12,0.04
8,PB_FED,0.002792,0.1,0.25,0.3,0.65,0.65,0.75,0.85,-0.5,0.0,0.0,0.08,0.05
