window_years,final_return,xirr,cagr,max_drawdown,sharpe,calmar,total_invested,final_value,trades,buys,pe_buy_floor,pe_buy_low,pe_buy_mid,pe_buy_high,pe_sell_warn,pe_sell_heavy,pe_sell_extreme,fed_buy_threshold,pb_veto_threshold,pb_confirm_threshold,drawdown_standard,drawdown_tight
3,0.0711,5.0,0.0085,0.352,2.4953,0.0242,487500.0,522159.0,147,124,0.15,0.3,0.45,0.65,0.65,0.85,0.95,1.0,0.55,0.75,0.12,0.05
3,0.0676,5.0,0.0081,0.3502,2.4374,0.0231,430500.0,459622.0,147,124,0.05,0.3,0.45,0.65,0.75,0.85,0.95,1.0,0.65,0.7,0.1,0.05
3,0.0655,5.0,0.0079,0.3627,2.3678,0.0217,375750.0,400364.0,147,124,0.05,0.15,0.3,0.5,0.7,0.85,0.95,1.0,0.65,0.8,0.08,0.05
3,0.0427,5.0,0.0052,0.3597,2.0716,0.0143,566250.0,590406.0,222,199,0.15,0.2,0.4,0.6,0.7,0.85,0.95,0.5,0.6,0.75,0.12,0.04
3,0.0376,5.0,0.0046,0.3618,2.023,0.0126,486750.0,505059.0,220,197,0.05,0.2,0.3,0.55,0.65,0.85,0.95,0.5,0.6,0.7,0.12,0.05
5,-0.2159,5.0,-0.0296,0.3693,2.1052,0.0,347250.0,272272.0,152,134,0.05,0.15,0.3,0.5,0.7,0.85,0.95,1.0,0.6,0.7,0.06,0.05
5,-0.237,5.0,-0.0328,0.3698,2.1845,0.0,485250.0,370240.0,161,140,0.2,0.25,0.3,0.7,0.7,0.8,0.95,1.0,0.55,0.8,0.12,0.05
5,-0.2432,5.0,-0.033,0.3608,1.3453,0.0,669000.0,506320.0,274,256,0.2,0.25,0.4,0.7,0.7,0.85,0.95,0.0,0.55,0.8,0.12,0.05
5,-0.2519,5.0,-0.0344,0.3631,1.5124,0.0,609750.0,456143.0,262,244,0.05,0.3,0.35,0.65,0.75,0.85,0.95,-0.5,0.5,0.8,0.06,0.05
5,-0.2546,5.0,-0.0348,0.3512,1.7868,0.0,684750.0,510407.0,260,242,0.15,0.3,0.4,0.55,0.7,0.85,0.95,0.0,0.6,0.7,0.08,0.05
8,0.1265,5.0,0.0149,0.3451,2.2088,0.0433,513750.0,578716.0,190,175,0.1,0.25,0.4,0.7,0.75,0.85,0.95,1.0,0.55,0.7,0.06,0.05
8,0.1229,5.0,0.0145,0.3443,2.1956,0.0422,495750.0,556683.0,190,175,0.05,0.3,0.45,0.65,0.65,0.85,0.95,1.0,0.65,0.75,0.06,0.05
8,0.0913,5.0,0.0109,0.3592,1.9477,0.0304,501000.0,546757.0,246,231,0.05,0.2,0.3,0.7,0.65,0.85,0.95,0.5,0.5,0.75,0.06,0.05
8,0.0793,5.0,0.0093,0.3579,1.218,0.0261,605250.0,653244.0,235,220,0.15,0.2,0.45,0.5,0.75,0.85,0.95,0.0,0.5,0.75,0.08,0.05
8,0.0456,5.0,0.0056,0.5116,2.2398,0.0109,543750.0,568555.0,179,163,0.15,0.3,0.35,0.55,0.75,0.85,0.95,1.0,0.6,0.8,0.06,0.04
